custom/total_reward,custom/mean_reward,custom/avg_speed,custom/routes_completed,custom/total_distance,custom/avg_center_dev,rollout/ep_len_mean,time/episodes,time/fps,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,train/learning_rate,train/n_updates,train/critic_loss,train/actor_loss
-12.694407349242399,-0.20149852935305396,15.81509310652019,0.1875,18.18648953270167,0.8143534580414896,,,,,,,,,,
-18.813671977212763,-0.3618013841771685,10.979257583044951,0.025974025974025976,10.34313231613487,0.5240717447762315,,,,,,,,,,
,,,,,,62.45,20,3,361,-15.609980250000001,1249,,,,
-7.902932423418526,-0.09637722467583568,17.206141282773746,0.32142857142857145,25.855176654295065,0.29415236115736765,,,,,,,,,,
-9.838756990790184,-0.10694301076945853,17.469185702427623,0.05534351145038168,29.44220650056377,0.5705115085636104,,,,,,,,,,
-11.290559281668198,-0.1612937040238314,14.417954408804231,0.06746031746031746,18.398948395391926,0.47038166726420283,,,,,,,,,,
-18.393009812507778,-0.5255145660716508,7.559490786644078,0.049019607843137254,4.769139744574204,0.1709128409114289,,,,,,,,,,
,,,,,,63.5,24,3,455,-14.958067791666664,1524,,,,
-14.11164734137251,-0.22049448970894547,12.531042494158966,0.38461538461538464,14.655186770949513,0.3188160291114661,,,,,,,,,,
-14.619631998237502,-0.17404323807425598,15.450431586347262,0.09448818897637795,23.83151674910914,0.7339170340545996,,,,,,,,,,
-20.53490662964515,-0.44641101368793806,9.04728039882458,0.1206896551724138,7.517036691773683,0.6064060090443579,,,,,,,,,,
-20.963749436609174,-0.2409626372024043,16.82095681074293,0.1897810218978102,26.787132354220375,0.7989584002454595,,,,,,,,,,
,,,,,,64.32142857142857,28,3,542,-15.304379642857143,1801,,,,
-9.560631307897262,-0.08536277953479698,20.446231350828544,0.7068965517241379,42.08831373043358,0.5102222595521151,,,,,,,,,,
-13.234417240700495,-0.1407916727734095,16.898286282751982,0.09900990099009901,29.1558229062357,0.8210254620640702,,,,,,,,,,
-16.497265098814527,-0.3436930228919693,13.98814352152994,0.2727272727272727,12.153647580184042,0.7584148701267752,,,,,,,,,,
-13.752614415135321,-0.14787757435629378,18.714529040411858,0.07223476297968397,32.146177533082664,1.014855119428661,,,,,,,,,,
,,,,,,67.0,32,3,623,-15.030442625000001,2144,,,,
-19.050861334782994,-0.5013384561784998,9.09027584543039,0.13333333333333333,6.188621641136706,0.6110559303687658,,,,,,,,,,
-15.652429744033547,-0.3640099940472918,12.882667026798337,0.024,10.010307101067156,0.5613609917553408,,,,,,,,,,
-15.509030225426242,-0.19386287781782802,17.79122780412655,0.6190476190476191,26.097614612430334,0.7247643961237678,,,,,,,,,,
-14.72749711982498,-0.20454857110868027,13.178346339205689,0.028716216216216218,17.328387163812295,0.43750873587134553,,,,,,,,,,
,,,,,,65.91666666666667,36,3,689,-15.14471266666667,2373,,,,
-23.7637001975545,-0.2555236580382204,13.703909589395503,0.10572687224669604,23.352515625068918,0.6801534732921506,,,,,,,,,,
-12.445019004521251,-0.21093252550036018,17.010996854138426,0.043689320388349516,18.328142126789317,0.6879136130469024,,,,,,,,,,
-14.716244173976914,-0.27252304025883173,15.011233747363544,0.3409090909090909,14.758344075642526,0.5593022060694451,,,,,,,,,,
-18.10947701424663,-0.4765651845854376,8.830058056834508,0.021739130434782608,6.0477759030181915,0.7639590117613692,,,,,,,,,,
,,,,,,65.325,40,3,742,-15.341371950000001,2613,,,,
-11.512182892342652,-0.11628467568022881,19.52848450820662,0.7446808510638298,35.51149591617286,0.7911134187265145,,,,,,,,,,
-9.722065427973817,-0.13137926254018673,14.974712488117293,0.03745318352059925,20.26738719176501,0.3353963609144287,,,,,,,,,,
-12.454705000681027,-0.13392155914710782,15.912252220771034,0.28125,27.104823036585003,0.7287486323397803,,,,,,,,,,
-16.645895645665135,-0.26009211946351773,13.816655072266924,0.05405405405405406,16.175896967062727,0.83984720292084,,,,,,,,,,
,,,,,,66.79545454545455,44,3,845,-15.074025522727275,2939,,,,
-17.862083543437045,-0.29770139239061744,10.924762347712425,0.13095238095238096,11.90974060818553,0.4602480182135251,,,,,,,,,,
-17.669211059668807,-0.4309563673089953,10.001769082193391,0.02356902356902357,7.405061749042943,0.7000880735527437,,,,,,,,,,
-16.065086022737113,-0.25911429068930825,13.427420476995584,0.05952380952380952,15.204486676608212,0.775572267916736,,,,,,,,,,
-16.63375850212458,-0.37803996595737677,12.302309420360963,0.036290322580645164,9.800674008205533,0.9394557076727398,,,,,,,,,,
,,,,,,65.45833333333333,48,3,915,-15.227073229166665,3142,,,,
-18.22779640246219,-0.21195112095886268,17.9843725799083,0.717948717948718,28.35106557281688,0.6443821482467027,,,,,,,,,,
-15.32863802046549,-0.25128914787648343,13.553195413629394,0.04371584699453552,15.098544626031071,0.8712480651027847,,,,,,,,,,
-14.701967691039894,-0.18610085684860625,14.43461727211116,0.3620689655172414,20.875161786796525,0.6559633236844564,,,,,,,,,,
-12.254960836188294,-0.18290986322669095,15.40657601612624,0.08962264150943396,18.886181528447196,0.5141640231551982,,,,,,,,,,
,,,,,,65.98076923076923,52,3,1005,-15.208261365384612,3431,,,,
-10.517931969782534,-0.1298510119726239,15.467483150451269,0.39655172413793105,22.976994847878814,0.6533046955657179,,,,,,,,,,
-17.438108086127613,-0.3558797568597472,10.627392331409897,0.01932367149758454,9.457971937023103,0.63397003501108,,,,,,,,,,
-12.408355259340777,-0.20341565998919306,15.303060263833226,0.4090909090909091,17.14701190381311,0.35930784709209607,,,,,,,,,,
-17.977966593324414,-0.2947207638249904,12.074579949458299,0.046263345195729534,13.424525207956322,0.5263505294546712,,,,,,,,,,
,,,,,,65.69642857142857,56,3,1069,-15.15271144642857,3679,,,,
-7.4387385058683755,-0.0845311193848679,19.475340392472624,0.7555555555555555,31.410705838585272,0.3335870456503807,,,,,,,,,,
-20.494681219390827,-0.4657882095316097,9.155281664489197,0.022292993630573247,7.258853382663801,0.6464417515616439,,,,,,,,,,
-16.866684096665857,-0.30666698357574285,11.866739718831077,0.2857142857142857,11.903207282768562,0.8939574056717793,,,,,,,,,,
-14.507795405469562,-0.22319685239183942,14.327317236932664,0.033816425120772944,17.050050682621077,0.9634243509438732,,,,,,,,,,
,,,,,,65.45,60,3,1130,-15.120746466666667,3927,,,,
-18.50308590350504,-0.30332927710664,11.407460563738203,0.05726872246696035,12.684300439432263,0.8972309830751543,,,,,,,,,,
-11.89101258624546,-0.13212236206939398,17.030421779644822,0.06363636363636363,28.117544985958375,0.6391788494990338,,,,,,,,,,
-16.369709499122376,-0.2923162410557567,12.212935766891581,0.29545454545454547,12.4693354080664,0.5821006592692474,,,,,,,,,,
-15.314422086344933,-0.243086064862618,13.930391046123843,0.1568627450980392,15.979162024101242,0.6596677510829596,,,,,,,,,,
,,,,,,65.515625,64,3,1211,-15.136436328125,4193,,,,
-16.888627114515092,-0.29118322611232916,12.322875628518107,0.2765957446808511,13.049825462279841,0.8443474688606238,,,,,,,,,,
-17.916002124716933,-0.33803777593805534,11.477461902342469,0.023404255319148935,11.048999456455931,0.7293431827719018,,,,,,,,,,
-17.800251205373662,-0.370838566778618,8.922307697946206,0.08333333333333333,7.864340370055288,0.13802875779181167,,,,,,,,,,
-18.191144360699028,-0.3031857393449838,12.005276433390119,0.0380952380952381,13.088816467556171,0.4436782888034997,,,,,,,,,,
,,,,,,64.82352941176471,68,3,1279,-15.277645691176474,4408,,,,
-10.488243183876948,-0.16648005053772932,15.0121330589923,0.19047619047619047,17.243666398804635,0.6150884089721871,,,,,,,,,,
-12.157926685849436,-0.16654694090204705,15.282022288135796,0.09433962264150944,20.41788777941838,0.4437286879085323,,,,,,,,,,
-18.389495733593044,-0.35364414872294314,12.065740762150655,0.04365079365079365,11.40979255642742,0.8380287847482314,,,,,,,,,,
-14.230235088459569,-0.1423023508845957,17.24425035641679,0.12099644128113879,31.676815620157868,0.49295205397544856,,,,,,,,,,
,,,,,,65.16666666666667,72,3,1364,-15.188218458333331,4692,,,,
-20.65043146584193,-0.3971236820354217,9.20137255897605,0.20512820512820512,8.675781685509719,0.6182858441932222,,,,,,,,,,
-18.975096476902788,-0.29648588245160606,12.26842649774609,0.060085836909871244,14.295894510112703,0.47707273093328384,,,,,,,,,,
-17.11749024952978,-0.3229715141420713,11.656698840016556,0.1896551724137931,11.225730933947489,0.664966243339867,,,,,,,,,,
-8.075497711509719,-0.08777714903814912,19.380053952877027,0.06680584551148225,32.71371645864565,0.5235531043010784,,,,,,,,,,
,,,,,,65.11842105263158,76,3,1451,-15.23356364473684,4949,,,,
-10.092675220671783,-0.1740116417357204,15.934962472295602,0.29310344827586204,16.844112695311196,0.40722689183548316,,,,,,,,,,
-14.35691364424084,-0.2658687711896452,10.943245574989332,0.029177718832891247,10.777215835405514,0.220514287349593,,,,,,,,,,
-18.580033858664088,-0.3505666765785677,10.829145960157273,0.25,10.640986303216778,0.5861688401571219,,,,,,,,,,
-13.751779154683465,-0.25003234826697207,12.96727741347998,0.03225806451612903,12.996711791027337,0.4855399747603303,,,,,,,,,,
,,,,,,64.5625,80,3,1508,-15.1734572625,5165,,,,
-19.426757852407306,-0.47382336225383676,9.636679137786457,0.15555555555555556,7.0931286620907485,0.6373720639980124,,,,,,,,,,
-13.24439034681505,-0.2408070972148191,12.367980162693405,0.03428571428571429,12.407307306071743,0.5009708475090839,,,,,,,,,,
-21.26362843219119,-0.291282581262893,11.123625180839978,0.35714285714285715,14.861606745282188,0.7111978569879198,,,,,,,,,,
-16.110151571554745,-0.2876812780634776,11.577529071970195,0.04059040590405904,11.799722945317626,0.7507146296473566,,,,,,,,,,
,,,,,,64.11904761904762,84,3,1576,-15.277702107142856,5386,,,,
-8.17896256893252,-0.07050829800803896,14.980729160948753,0.14537444933920704,31.923194981878623,0.38392083244997266,,,,,,,,,,
-16.664437049147654,-0.41661092622869134,9.832991689639943,0.03954802259887006,7.106968727661297,0.3439653430345012,,,,,,,,,,
-19.26439061938091,-0.3852878123876182,10.468104272183176,0.20454545454545456,9.483856978244148,0.7600616186455004,,,,,,,,,,
-18.49408808823289,-0.4020453932224541,10.698666105508,0.06504065040650407,8.907496420433745,0.6606370575150862,,,,,,,,,,
,,,,,,64.02272727272727,88,3,1643,-15.287588181818181,5634,,,,
-15.935101737506322,-0.2570177699597794,11.656009586261412,0.2978723404255319,13.202955789631233,0.20750915708751755,,,,,,,,,,
-15.198882909117867,-0.25760818490030285,12.472740577823922,0.03488372093023256,13.395323257660493,0.8141787095885787,,,,,,,,,,
-10.285990625348592,-0.12392759789576617,14.879746858373595,0.23958333333333334,22.8380122394301,0.42217489425346016,,,,,,,,,,
-16.17093467577077,-0.28876669063876376,11.908264894344068,0.1348314606741573,12.15018704906106,0.5858241842760628,,,,,,,,,,
,,,,,,64.02173913043478,92,3,1715,-15.24184256521739,5890,,,,
-20.979162322740983,-0.4767991436986587,7.792207885785379,0.07142857142857142,6.181664644274861,0.36652846732672517,,,,,,,,,,
-12.304557054353767,-0.20507595090589611,16.174019479291793,0.04106280193236715,17.71114911395125,0.6021220740474509,,,,,,,,,,
-17.995933841311995,-0.29025699744051603,14.310467371416506,0.06349206349206349,16.196217000484467,1.0906469111570611,,,,,,,,,,
-15.970783388472272,-0.3398039018823888,11.229292236681008,0.023076923076923078,9.575049648061395,0.7645149479299747,,,,,,,,,,
,,,,,,63.53125,96,3,1789,-15.301079395833334,6099,,,,
-16.07581620306012,-0.22965451718657315,12.819139156680228,0.41025641025641024,16.419735187431797,0.901145039995547,,,,,,,,,,
-15.674531319017232,-0.24880208442884497,14.922810127903377,0.1827956989247312,17.168553513940424,0.4815910878427357,,,,,,,,,,
-17.108968838840283,-0.22219440050441927,13.676960163141931,0.3275862068965517,19.24102641281206,0.6278330916090521,,,,,,,,,,
-19.200511409962974,-0.34286627517791024,12.030068044923496,0.03305785123966942,12.262064061593264,0.980817767438559,,,,,,,,,,
,,,,,,63.61,100,3,1868,-15.363710729999998,6361,,,,
-20.95304245268901,-0.25552490795962207,17.36456315723912,0.43103448275862066,26.0959179403726,0.800107259782429,,,,,,,,,,
-12.701958957878936,-0.15303565009492695,19.15042421052094,0.10204081632653061,29.12159369769506,0.5632822506482691,,,,,,,,,,
-17.398086468500388,-0.32826578242453563,11.074776154395469,0.25,10.665568231604993,0.3392845848016651,,,,,,,,,,
-13.294658682853917,-0.2508426166576211,12.505919554643494,0.09302325581395349,12.093575220555067,0.3513002930333342,,,,,,,,,,
,,,,,,63.62,104,3,1928,-15.398300469999997,6628,,,,
-16.440000458333376,-0.28344828376436854,11.698298577512785,0.28888888888888886,12.462198163382709,0.4026895282581677,,,,,,,,,,
-17.18176594556882,-0.3506482846034453,11.641354512478111,0.03745318352059925,10.377290985547006,0.7668703631282611,,,,,,,,,,
-18.90034253450412,-0.28209466469409133,11.829348877839335,0.35714285714285715,14.483278044266626,0.6386535817967948,,,,,,,,,,
-17.865150262364082,-0.35730300524728165,11.985732376697037,0.1896551724137931,10.864747237414122,0.7951770343026968,,,,,,,,,,
,,,,,,63.14,108,3,2002,-15.562480310000002,6848,,,,
-17.475851102064055,-0.2569978103244714,13.708359960047884,0.07488986784140969,17.0277139111422,0.9430061513856759,,,,,,,,,,
-20.28754554563977,-0.30279918724835475,11.699280655576755,0.23333333333333334,14.309582413174212,0.8852596576317001,,,,,,,,,,
-10.62368100880364,-0.11804090009781822,16.895936748260393,0.6136363636363636,27.842896595830098,0.48358710638358887,,,,,,,,,,
-19.02378608210949,-0.27570704466825346,14.474537610710732,0.04186046511627907,18.218700002180412,1.094539649566172,,,,,,,,,,
,,,,,,63.89,112,3,2073,-15.511555370000002,7138,,,,
-12.46878916304435,-0.24448606202047746,13.71270180006042,0.2765957446808511,12.948411254677922,0.37882787270124063,,,,,,,,,,
-18.030855107411433,-0.5008570863169842,7.977864028680951,0.012077294685990338,5.158918860601261,0.18627443725550108,,,,,,,,,,
-18.246348160824223,-0.5366572988477712,7.333110695338455,0.052083333333333336,4.473772520432249,0.24219349223517567,,,,,,,,,,
-14.801404837764032,-0.2741000895882228,11.144360078274012,0.044715447154471545,11.005137404426932,0.1463404427300197,,,,,,,,,,
,,,,,,63.0,116,3,2122,-15.538617720000001,7309,,,,
-20.007647241531167,-0.4763725533697897,8.86887465475396,0.07142857142857142,6.692782279336825,0.694515366616738,,,,,,,,,,
-13.843490280005,-0.15731238954551136,21.22747049672228,0.12355212355212356,34.312313514528796,1.0115376428278124,,,,,,,,,,
-12.01700728173541,-0.13352230313039343,19.205229785011838,0.11904761904761904,31.716308147180825,0.6638424331988904,,,,,,,,,,
-16.1645819029596,-0.2993441093140667,12.238112676825388,0.03550295857988166,12.06957971281372,0.8936336947926499,,,,,,,,,,
,,,,,,63.3,120,3,2212,-15.48695276,7579,,,,
-18.681639365894412,-0.32774805905077914,9.858964224877207,0.2564102564102564,10.200470589799806,0.5517323074479868,,,,,,,,,,
-24.779596728676673,-0.23826535316035263,15.799929084856142,0.0935483870967742,30.095728651154786,0.6520291512836811,,,,,,,,,,
-15.964262598742776,-0.25340099363083773,13.778470998377156,0.27586206896551724,15.848609185079113,0.6334296671260987,,,,,,,,,,
-8.8472276128818,-0.09027783278450817,18.730113875319365,0.1274131274131274,33.68199611734599,0.6882775813447585,,,,,,,,,,
,,,,,,63.73,124,3,2315,-15.695744940000003,7897,,,,
-21.625629439215466,-0.27374214480019576,16.885854823111448,0.41379310344827586,24.458016372751445,0.79230615124616,,,,,,,,,,
-21.20816748358959,-0.3366375791045967,10.710218475952372,0.048582995951417005,12.270398820634,0.6900916184489718,,,,,,,,,,
-18.9731984287587,-0.379463968575174,10.466343379535392,0.22727272727272727,9.502765260869637,0.5850326264787465,,,,,,,,,,
-16.836054091440158,-0.2953693700252659,12.656179801415712,0.05327868852459016,13.127947347704321,0.6945293006016703,,,,,,,,,,
,,,,,,63.41,128,3,2386,-15.780948379999998,8142,,,,
-19.824233382701337,-0.3812352573596411,10.410651747587316,0.2222222222222222,9.801957341842353,0.5430608937334495,,,,,,,,,,
-20.889017543379246,-0.48579110565998246,8.369313259376238,0.014492753623188406,6.4861809310968965,0.6241356074683188,,,,,,,,,,
-15.766236589153081,-0.2815399390920193,13.64138523443604,0.3333333333333333,13.873889714013785,0.5500922410741322,,,,,,,,,,
-16.06934678858287,-0.2770577032514288,14.841950329688405,0.05063291139240506,15.940498656593263,0.786121125687905,,,,,,,,,,
,,,,,,62.03,132,3,2448,-15.976069110000001,8347,,,,
-20.648365097159207,-0.28678284857165565,11.63965887160486,0.06607929515418502,15.26963903917931,0.45233617522142716,,,,,,,,,,
-16.328324829930043,-0.34741116659425625,11.293495273961017,0.01727447216890595,9.630951009690762,0.6630800930098888,,,,,,,,,,
-14.96711814205046,-0.19693576502697974,19.73381708438529,0.6363636363636364,27.46296705887653,0.6600169823635773,,,,,,,,,,
-14.135939624556418,-0.25242749329565034,13.879795492341204,0.03211009174311927,14.190335802268237,0.5241442794211143,,,,,,,,,,
,,,,,,62.21,136,3,2512,-15.98858528,8594,,,,
-20.597970549579554,-0.23143787134359048,18.60854138054257,0.6382978723404256,30.362821846851148,1.0670905614127035,,,,,,,,,,
-23.461789613954675,-0.4189605288206192,8.881178013351446,0.013432835820895522,9.045887409243733,0.7536535594820383,,,,,,,,,,
-14.77018744882907,-0.21720863895336867,15.855588606086311,0.20833333333333334,19.703413975657895,0.4924714876019613,,,,,,,,,,
-21.61783658694322,-0.39305157430805854,10.081685132963255,0.03389830508474576,10.052445693407208,0.8120418419250649,,,,,,,,,,
,,,,,,62.45,140,3,2599,-16.10244616,8858,,,,
-6.547939275736573,-0.08288530728780472,19.464311184561485,0.38095238095238093,28.17000187560916,0.6124820840277169,,,,,,,,,,
-21.024796199207806,-0.32851244061262197,10.841266848635497,0.03170731707317073,12.654248021892272,0.6334410771274075,,,,,,,,,,
-18.56112148909824,-0.36394355860976946,10.957929810901726,0.03571428571428571,10.157501398585737,0.829966963676675,,,,,,,,,,
-16.950474384670628,-0.30268704258340406,10.976808079687155,0.02997275204359673,11.222420942503959,0.5043013457102531,,,,,,,,,,
,,,,,,61.65,144,3,2679,-16.23109177,9104,,,,
-20.47927027268687,-0.20897214563966193,18.029614276942503,0.8461538461538461,32.40902710217051,0.982956682380705,,,,,,,,,,
-18.594654350198624,-0.3380846245490659,11.369131075497508,0.04365079365079365,11.413750066189095,0.465659464163345,,,,,,,,,,
-21.800817809086222,-0.3406377782669722,10.612558393630598,0.20689655172413793,12.371110670501366,0.4527630773198346,,,,,,,,,,
-13.172996367261755,-0.1587107996055633,18.617924219189963,0.06377551020408163,28.33508753613569,0.38037395427938886,,,,,,,,,,
,,,,,,62.58,148,3,2771,-16.288914609999996,9400,,,,
-16.042117815073553,-0.13257948607498804,18.95169310044068,0.7068965517241379,42.145166852278635,0.5618598768648528,,,,,,,,,,
-18.03155202292235,-0.2908314842406831,13.593594727010293,0.031982942430703626,15.56724508642219,1.0475231520569916,,,,,,,,,,
-20.253960026101673,-0.2440236147723093,16.577954632477933,0.5909090909090909,25.148277616361156,1.1994482546304817,,,,,,,,,,
-17.69389374868368,-0.19880779492903014,15.699490326955623,0.05434782608695652,25.680218361550942,0.5820101076341492,,,,,,,,,,
,,,,,,63.2,152,3,2860,-16.40381882,9751,,,,
-19.092191586297638,-0.4242709241399475,10.457246856721355,0.17777777777777778,8.505973481340334,0.5281412411063321,,,,,,,,,,
-16.062602200969028,-0.2868321821601612,12.374711323316616,0.023593466424682397,12.613656859612092,0.6919748549715123,,,,,,,,,,
-17.921210009520614,-0.2937903280249281,13.086880410677708,0.3333333333333333,14.508242348907515,0.5141169924431267,,,,,,,,,,
-14.894824874932258,-0.27081499772604106,13.585516694181022,0.034482758620689655,13.609253287315369,0.6318924000636631,,,,,,,,,,
,,,,,,62.85,156,3,2919,-16.500312779999998,9964,,,,
-17.04757413961062,-0.3342661596002083,13.15700466373625,0.05286343612334802,12.219027651008219,0.7839093965579879,,,,,,,,,,
-117.72912036988191,-0.3924304012329397,1.0110862737006343,0.005988023952095809,5.292791630839929,0.33365348265146644,,,,,,,0.0004050642617804,50,1.3374616994708777,0.34918441481888296
-61.47752870218962,-0.5299786957085313,2.094073782573842,0.045454545454545456,4.209468071348965,0.41181557299025734,,,,,,,0.0004023835226531,349,0.8565142127906399,0.5761716931460295
-78.7675684738809,-0.5432246101646958,1.6419797711642619,0.004672897196261682,4.164831418078393,0.336905893068889,,,,,,,0.00040135484488159994,464,0.49309180408068326,0.7430635047995526
,,,,,,66.45,160,3,3111,-18.657281519999998,10572,,,,
-81.60660378349584,-0.4886622981047655,1.5433126065747218,0.06382978723404255,4.520432960474864,0.4794009855647364,,,,,,,0.00040006862248159996,608,0.42271584137860274,0.8662649339271916
-74.32965224113441,-0.5234482552192564,1.7613405489986351,0.008733624454148471,4.367935465881601,0.3784177331140884,,,,,,,0.0003985884617356,774,0.40957531678568887,1.0197658919426331
-184.278037389524,-0.442976051417125,0.7209297859343995,0.03125,5.246310020214878,0.22594551663930823,,,,,,,0.0003973333767859001,915,0.3336803050751382,1.1967919240606593
-73.39205830238305,-0.4828424888314674,1.5729285069036567,0.007142857142857143,4.181679997127503,0.5329249422666715,,,,,,,0.0003936508463564,1330,0.2476193397249802,1.5499511088233395
,,,,,,72.52,164,3,3368,-22.17164736,11445,,,,
-101.63340016617116,-0.5238835060111915,1.2616144803936444,0.023809523809523808,4.257777695078403,0.36444435483799986,,,,,,,0.0003923152024475,1481,0.19655753830016054,1.8861800834832603
-162.64964351563762,-0.4431870395521461,0.760910451158906,0.004629629629629629,4.8629390090936795,0.258495392913052,,,,,,,0.00039061136789559996,1674,0.1790471702736894,2.0908669826280266
46.968587184086644,0.06550709509635515,20.18113977679645,1.0706713780918728,306.8234590664506,0.7394751116757183,,,,,,,0.0003873904711984,2040,0.1932940114839155,2.055367466204805
1.8316021937289086,0.01813467518543474,17.90583357841778,0.19021739130434784,33.30848811310716,0.21997875804314204,,,,,,,0.00038112814016,2756,0.24240025461719023,1.6057730679238975
,,,,,,84.12,168,3,3789,-23.618101159999995,12820,,,,
91.59046934891234,0.11349500538898678,20.748000469325536,1.5660749506903353,430.81094911904074,0.5761695450117404,,,,,,,0.00038025758476,2856,0.2930524682253599,1.2152982014417648
37.4840270394997,0.22856114048475426,20.49616323048395,0.2782608695652174,62.00932664994616,0.5825944007966417,,,,,,,0.00037327734701239997,3662,0.2675351270338146,0.706069061094687
301.4864515002115,0.29791151334012994,19.399056432112516,2.6228287841191067,639.4237731087487,0.773961798142618,,,,,,,0.0003718735923979,3825,0.2483333234498106,0.21686631715763646
18.386947639833405,0.12017612836492422,16.666002381718926,0.10778443113772455,46.99468142981641,0.6136349462605759,,,,,,,0.000363226096,4836,0.23906113987035024,-0.6600350863784176
,,,,,,102.6,172,3,4444,-18.57534944,14952,,,,
1852.6254474551574,0.28155401937008473,18.67586966139495,7.004504504504505,3120.8059725419153,0.8244368367887729,,,,,,,0.0003619347989696,4988,0.23223748685497986,-1.3158802817526616
609.3328429647032,0.30993532195559675,18.576483412774163,2.123076923076923,790.2811228386126,0.5103891102212652,,,,,,,0.00030825345965390004,11567,0.18226495733860326,-5.178364589323405
2175.2449178648008,0.36657312400822395,19.021386933386673,4.994350282485875,2697.69014774845,0.7059973197972971,,,,,,,0.00029305781459839996,13532,0.20123501516328818,-8.961655734695551
2126.131761739358,0.3428138925732599,18.203930830248527,6.216949152542373,3000.004000355955,0.7166984281042007,,,,,,,0.00024951527544590004,19465,0.22971437262776487,-12.5004658714306
,,,,,,306.81,176,3,10009,49.70847237,35630,,,,
2041.5682007669798,0.3355634781010815,20.30995658080182,7.624497991967871,3000.170473623206,0.8940581496344441,,,,,,,0.00020776049530999997,25666,0.2413166089344171,-16.018176330710357
127.69878630788446,0.3722996685361063,19.04000972859097,0.3942307692307692,120.76984441722743,0.738589995359052,,,,,,,0.0001705289810131,31749,0.2573814108029569,-18.247307567793975
2169.3492620699117,0.36192013047546073,19.799750473052676,8.001937984496124,3121.305331904674,0.7974424360158172,,,,,,,0.0001685453889475,32091,0.23210448671502676,-18.81671893248084
