custom/total_reward,custom/mean_reward,custom/avg_center_dev,custom/total_distance,custom/routes_completed,custom/avg_speed,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/time_elapsed,time/episodes,time/total_timesteps,train/critic_loss,train/learning_rate,train/n_updates,train/actor_loss
31.046820497011197,0.41955162833798915,1.0364912780215203,21.084733153460547,0.5384615384615384,15.596025660637036,,,,,,,,,,
24.14082331776052,0.39575120193050034,0.6513644599350614,16.831590870162472,0.08071748878923767,15.107877592376472,,,,,,,,,,
14.711074003953183,0.2884524314500624,0.9585004671883869,9.78150841104798,0.1724137931034483,10.561202349356748,,,,,,,,,,
16.205624719792258,0.35229618956070125,0.21826394375552544,5.894672746304423,0.019230769230769232,7.042767185236262,,,,,,,,,,
,,,,,,27.31680328571429,3,60.142857142857146,451,28,1684,,,,
11.464201359872689,0.26660933395052766,0.8212710667393217,8.531647110823542,0.13793103448275862,10.95431143912667,,,,,,,,,,
29.442917174501076,0.4529679565307858,0.827872938120074,19.03802704066038,0.05080213903743316,16.008052078528205,,,,,,,,,,
30.380246315099477,0.5063374385849913,0.3668591887926564,12.01547018927522,0.2727272727272727,11.040883534974995,,,,,,,,,,
34.658789482737895,0.43871885421187207,0.8682644240711321,25.434268930461258,0.06038647342995169,17.56875738572995,,,,,,,,,,
,,,,,,27.1584919375,3,60.21875,514,32,1927,,,,
21.45187583534464,0.38306921134544003,0.6697907959159489,11.811974378768355,0.26666666666666666,11.57883980244597,,,,,,,,,,
24.285129268251488,0.44972461607873127,0.5987610115764624,12.795321187470108,0.02,13.047292057961526,,,,,,,,,,
13.087058098162068,0.3191965389795626,0.6982016714234623,8.520838716765866,0.21428571428571427,11.484582829460415,,,,,,,,,,
32.687457495292,0.5272170563756774,0.6347500787390964,17.795603613369167,0.060714285714285714,15.718010371804773,,,,,,,,,,
,,,,,,26.63440422222222,3,59.333333333333336,558,36,2136,,,,
15.658028151145537,0.3558642761623986,0.5162396780876011,8.06661627930589,0.03524229074889868,9.989134492375406,,,,,,,,,,
35.70864803848555,0.5329648960967992,0.6321118981190388,19.651004914660007,0.04032258064516129,16.043198306894816,,,,,,,,,,
19.176431516305414,0.42614292258456477,0.48020063154790993,8.95045836106874,0.18181818181818182,11.00989666380356,,,,,,,,,,
21.41208493623782,0.4282416987247564,0.5355971294212534,10.105554344132543,0.020964360587002098,11.173509784536673,,,,,,,,,,
,,,,,,26.22622925,3,58.45,610,40,2338,,,,
25.877931900943494,0.41738599840231444,0.3553139480882145,13.715390960685909,0.2978723404255319,11.99531817528956,,,,,,,,,,
26.99685987765823,0.38566942682368904,0.5201556216117061,17.3628026554361,0.0625,13.587639634668347,,,,,,,,,,
24.248736362046024,0.551107644591955,0.11668001343021257,8.642085023690015,0.09375,10.814431164796112,,,,,,,,,,
27.833009342226326,0.48829840951274256,0.5142610036314917,13.383040023501962,0.028384279475982533,12.924368895954364,,,,,,,,,,
,,,,,,26.187749886363633,3,58.34090909090909,677,44,2567,,,,
13.616112532190805,0.349131090568995,0.2725765947284214,6.286896452307701,0.07142857142857142,8.838146574415463,,,,,,,,,,
15.538144031230207,0.3237113339839626,0.6710724400295597,9.908141071209684,0.0364963503649635,11.422026455803037,,,,,,,,,,
41.62294332523585,0.4839877130841378,0.5822508113107014,22.85437178891152,0.0873015873015873,14.514251654922049,,,,,,,,,,
7.456748767732893,0.17341276204029984,0.6858871566988569,7.910657337284647,0.012422360248447204,10.17790748519193,,,,,,,,,,
,,,,,,25.598973395833337,3,57.895833333333336,744,48,2779,,,,
37.38759911438053,0.5192722099219518,0.5401791833709132,15.205737670185044,0.38461538461538464,11.5602736514002,,,,,,,,,,
19.874776577147838,0.34868029082715507,1.0019391132158602,15.143691721372306,0.034013605442176874,14.549046689704916,,,,,,,,,,
27.907818404689237,0.44298124451887677,0.631126206504147,14.443129392107949,0.2413793103448276,12.570871123334525,,,,,,,,,,
11.074039853776885,0.25168272394947466,0.818543491706678,8.013466939795762,0.1951219512195122,10.104534772117288,,,,,,,,,,
,,,,,,25.44712373076923,3,57.90384615384615,810,52,3011,,,,
37.36147481839139,0.4151274979821266,0.61911959291174,28.594601968303323,0.4827586206896552,17.345776779344465,,,,,,,,,,
36.679606235196815,0.6013050202491281,0.22586122510730033,17.753190288553014,0.04157043879907621,16.018056439920745,,,,,,,,,,
38.199293825645555,0.5701387138156053,0.3442717234770107,16.980127261253074,0.38636363636363635,13.695798835234825,,,,,,,,,,
34.92542153651128,0.5136091402428129,0.4978911223958267,21.557338556740433,0.06230529595015576,17.353965902970778,,,,,,,,,,
,,,,,,26.22627305357143,3,58.80357142857143,870,56,3293,,,,
58.55340343234518,0.6296064885198406,0.5005156969934736,30.774680129950866,0.8222222222222222,18.060048237209696,,,,,,,,,,
27.99449896037749,0.49113156070837705,0.4983482300646362,12.417621874483302,0.03296703296703297,11.986416857222487,,,,,,,,,,
55.0390591748796,0.598250643205213,0.5550995031908023,29.519947877386585,0.6904761904761905,17.507563191440667,,,,,,,,,,
27.397668308443215,0.45662780514072027,0.6402897475302861,15.987255388405174,0.06538461538461539,14.606030273494204,,,,,,,,,,
,,,,,,27.265183316666665,3,59.85,955,60,3591,,,,
15.032200173177234,0.30677959537096394,0.7925775186775307,9.220567629206926,0.039647577092511016,10.352693068304612,,,,,,,,,,
12.229649324713609,0.2658619418416002,0.8253722922530858,9.456612008623779,0.0313588850174216,11.360766143310457,,,,,,,,,,
55.31211026328192,0.6431640728288596,0.43631184550346397,24.91248846007511,0.5909090909090909,15.788190590400859,,,,,,,,,,
31.688972622850933,0.3642410646304705,0.9329345312981709,25.742975370259956,0.12886597938144329,16.12860548272801,,,,,,,,,,
,,,,,,27.3192065625,3,60.234375,1026,64,3855,,,,
35.2637373062579,0.5597418620040937,0.49832826479308945,15.263466866221279,0.3191489361702128,13.269584067373417,,,,,,,,,,
33.95026738365736,0.48500381976653373,0.9336214094943988,17.93819865072146,0.02356020942408377,14.033486844600306,,,,,,,,,,
32.617780200075345,0.45302472500104646,0.551945032547119,18.468616055324674,0.1875,14.04377032264322,,,,,,,,,,
33.7257437546167,0.35878450802783723,1.6165071948413228,31.00758827943355,0.08290155440414508,17.958410031582034,,,,,,,,,,
,,,,,,27.680030544117646,3,61.029411764705884,1099,68,4150,,,,
40.32883779405957,0.5601227471397162,0.5604994947240891,18.63794689415954,0.2261904761904762,14.159983008689235,,,,,,,,,,
44.92837530520423,0.5687136114582814,0.3997292443642684,22.0581982426811,0.13253012048192772,15.20122466540199,,,,,,,,,,
25.67121312603505,0.4278535521005841,0.5886936443101767,11.934188403654844,0.04365079365079365,10.905798887470528,,,,,,,,,,
25.364452193584448,0.4611718580651718,0.5571894717449702,11.652735028183088,0.02743142144638404,11.639092932736,,,,,,,,,,
,,,,,,28.01097559722222,3,61.27777777777778,1189,72,4412,,,,
15.842726617407411,0.2989193701397625,0.9790096918514762,13.599637700477615,0.3333333333333333,14.074235765822044,,,,,,,,,,
36.188673652860544,0.5744233913152468,0.4126653210893712,15.013845217879862,0.07035175879396985,13.063351002904671,,,,,,,,,,
43.2683369608121,0.3969572198239642,0.9642310853699934,39.71508747013286,0.6724137931034483,19.842780529864694,,,,,,,,,,
19.496886249619106,0.36105344906702047,0.360152435770205,11.716581708169542,0.02997275204359673,11.830491203329846,,,,,,,,,,
,,,,,,28.024239565789475,3,61.671052631578945,1256,76,4687,,,,
21.628696475480545,0.3604782745913424,0.6760939592830751,13.13183541269973,0.22413793103448276,12.01346122018248,,,,,,,,,,
49.52676468053898,0.43828995292512374,0.852044792559417,40.21843871404417,0.05342465753424658,19.382094954734722,,,,,,,,,,
64.0500989554679,0.6603102985099784,0.41557575580985273,33.661886928835884,0.7045454545454546,18.895207161445562,,,,,,,,,,
25.81649253247953,0.38532078406685866,0.5820525956489655,18.583595564356074,0.05,15.200818149554378,,,,,,,,,,
,,,,,,28.6139963625,3,62.75,1325,80,5020,,,,
46.622533545400124,0.5067666689717405,0.679527971428827,31.867045714054257,0.8,18.882724671277494,,,,,,,,,,
24.323818986041836,0.4343539104650328,0.6486809488302272,12.197426855098456,0.024291497975708502,11.962642716571603,,,,,,,,,,
15.876045155028741,0.33075094072976546,0.6851743395863328,9.656861586961895,0.23809523809523808,11.113860447394545,,,,,,,,,,
22.25376342619706,0.4046138804763102,0.689000610636745,10.362401113961823,0.01733102253032929,10.365753596814043,,,,,,,,,,
,,,,,,28.529180476190476,3,62.70238095238095,1381,84,5267,,,,
24.029475624441886,0.3814202480070141,0.5679443958793136,12.807392170419917,0.05726872246696035,11.034302612387439,,,,,,,,,,
19.579065578226064,0.3318485691224757,0.6082405706445546,12.280559483915567,0.029213483146067417,11.455888795060943,,,,,,,,,,
14.710530124895762,0.30021490050807675,0.7279543765486395,8.39202965667937,0.18181818181818182,9.446390343047318,,,,,,,,,,
49.081147304219044,0.59855057688072,0.36641022889979546,17.255266200518236,0.045454545454545456,11.505426289619898,,,,,,,,,,
,,,,,,28.433028522727273,3,62.68181818181818,1435,88,5516,,,,
23.227838537329667,0.4554478144574445,0.6163280446666269,12.239142921753228,0.2553191489361702,13.18579140317278,,,,,,,,,,
14.269274858403701,0.32430170132735686,0.8035090367087634,9.38488356093876,0.012711864406779662,11.81562426703361,,,,,,,,,,
18.623018507650873,0.3651572256402132,0.223279149951585,6.517526478739455,0.07291666666666667,6.987508110466781,,,,,,,,,,
48.109728162421234,0.6089839007901422,0.4059369132474628,23.094809700734913,0.10377358490566038,15.980248775408617,,,,,,,,,,
,,,,,,28.310779239130444,3,62.358695652173914,1496,92,5737,,,,
15.267895633603906,0.35506734031636994,0.2723567931715006,6.247053281869739,0.07142857142857142,7.956202387950869,,,,,,,,,,
24.28586261173426,0.39170746147958485,0.783991971022831,13.663911829935387,0.09868421052631579,12.10553369593678,,,,,,,,,,
37.35426186074575,0.4104863940741291,0.983817432687141,32.1917291409336,0.12301587301587301,19.282924675100183,,,,,,,,,,
36.852669505889914,0.5758229610295299,0.3690442256543306,15.683445921400562,0.03397027600849257,13.44027022287266,,,,,,,,,,
,,,,,,28.29799623958333,3,62.427083333333336,1566,96,5993,,,,
25.855093176302326,0.4616980924339701,0.6871613491898177,14.127853091806173,0.358974358974359,13.83195400041115,,,,,,,,,,
9.645958708612874,0.24114896771532185,0.76504747484113,7.398798693204299,0.02527075812274368,10.268187447562749,,,,,,,,,,
33.39337817898832,0.47704825969983317,0.5777343961485927,15.424883385421708,0.25862068965517243,12.075027449507514,,,,,,,,,,
12.497503998705728,0.28403418178876655,0.6816730672296409,7.592294093454257,0.0330188679245283,9.544193518105827,,,,,,,,,,
,,,,,,27.96254864,3,61.99,1624,100,6199,,,,
29.894909035577015,0.46710795368089086,0.7293192282067005,14.614574398612604,0.25862068965517243,12.501328930595797,,,,,,,,,,
29.354035203957096,0.5538497208293792,0.22175625917872296,10.929895199136809,0.03459119496855346,11.18555160376316,,,,,,,,,,
45.05164872056669,0.625717343341204,0.3505697747938779,18.257025263970718,0.4090909090909091,13.893807505980643,,,,,,,,,,
14.5943546847671,0.291887093695342,0.972688556911773,10.630545801483095,0.052083333333333336,11.68335237499965,,,,,,,,,,
,,,,,,27.868358459999996,3,61.68,1689,104,6434,,,,
53.25437356721834,0.7100583142295779,0.3721471622403479,23.198191104340367,0.5333333333333333,16.90986215507647,,,,,,,,,,
35.16109190057027,0.4566375571502632,0.5534008987103716,21.898061723448336,0.028493894165535955,15.556418989183951,,,,,,,,,,
19.359508750240064,0.3950920153110217,0.7332126951956178,10.632042762124911,0.2619047619047619,11.907385012214611,,,,,,,,,,
47.39932865813794,0.5266592073126438,0.5502278353978828,29.441997764166445,0.05758157389635317,17.8232615138072,,,,,,,,,,
,,,,,,27.98062646,3,61.88,1747,108,6721,,,,
18.759818755180927,0.37519637510361853,0.6505031898545676,10.66564192424994,0.048458149779735685,11.764089391134542,,,,,,,,,,
13.91820086478652,0.30256958401709827,0.6055245340501229,7.007738553918898,0.013186813186813187,8.449156571473585,,,,,,,,,,
14.302913129352383,0.31093289411635616,0.6903027255183942,7.874858611496165,0.18181818181818182,9.46239968616709,,,,,,,,,,
40.497488608620486,0.4308243469002179,0.917836596231274,30.536222961032763,0.09477124183006536,17.715288016553426,,,,,,,,,,
,,,,,,27.905280400000002,3,62.04,1815,112,6953,,,,
20.81442289382499,0.4162884578764998,0.5228564863305558,9.160441697575152,0.19148936170212766,10.138367927066593,,,,,,,,,,
16.512174542605024,0.42338909083602627,0.1284746934026478,6.050026244483888,0.011741682974559686,8.55116102146187,,,,,,,,,,
26.269791544119258,0.469103420430701,0.6481829066168657,14.284681551973335,0.14583333333333334,14.000992502156448,,,,,,,,,,
32.703050034996885,0.554288983644015,0.21371536822746146,12.570934022660367,0.028446389496717725,11.674873832227679,,,,,,,,,,
,,,,,,28.017431519999995,3,62.06,1863,116,7153,,,,
11.894604946235795,0.29011231576184865,0.3840904467607509,6.161425868282095,0.07142857142857142,8.236296660826003,,,,,,,,,,
35.4336826070175,0.5451335785695001,0.5682233966545299,18.606741026975214,0.033101045296167246,15.651088541937856,,,,,,,,,,
23.06703669749178,0.3720489789918029,0.820804147352196,14.204111102968454,0.05555555555555555,12.569259243388549,,,,,,,,,,
52.17869095643299,0.4831360273743795,0.4797823963486317,237.02497747249436,1.0204545454545455,12.224992902365102,,,,,,,,,,
,,,,,,28.062541720000002,3,62.23,1939,120,7425,,,,
19.22802337560252,0.39240864031841877,0.6308885070064081,10.799788741627708,0.28205128205128205,12.135074620062445,,,,,,,,,,
75.41184657730852,0.5095395039007332,1.2507653387590771,59.35989713179879,0.21212121212121213,21.765983805774706,,,,,,,,,,
36.04997201088656,0.3835103405413464,1.2643072018174188,27.434580167289823,0.46551724137931033,15.890351709476164,,,,,,,,,,
15.899807163209292,0.3613592537093021,0.6019503367595945,8.491337508428842,0.020202020202020204,10.680033874351267,,,,,,,,,,
,,,,,,28.32286744,3,63.0,2015,124,7756,,,,
21.853428153873864,0.3582529205553092,1.1010804784793096,14.051679221214727,0.2413793103448276,12.613527435027079,,,,,,,,,,
11.605877265884416,0.25790838368632035,0.7263431007670194,7.238545951200649,0.017142857142857144,8.926250669973458,,,,,,,,,,
20.07867009990343,0.38612827115198906,0.6459083241107287,10.039874946465716,0.22727272727272727,10.619217297814307,,,,,,,,,,
31.27684118180673,0.5127351013410939,0.4280712309857003,15.704844628926367,0.05415162454873646,14.023927752197348,,,,,,,,,,
,,,,,,28.309969709999997,3,62.87,2070,128,7971,,,,
27.582638481682018,0.45971064136136697,0.493912014084616,11.236217227531597,0.24444444444444444,10.285786564635039,,,,,,,,,,
27.697462543320185,0.4196585233836392,0.8661927033185169,14.54027502948884,0.07,12.044712986041924,,,,,,,,,,
10.576250666992618,0.2644062666748154,0.6762646838662455,7.786290497519076,0.19047619047619047,10.825935818770713,,,,,,,,,,
31.19782965553383,0.5378936147505833,0.4719656585054106,13.921429259353317,0.024029574861367836,13.17564951074845,,,,,,,,,,
,,,,,,28.221051940000002,3,62.64,2123,132,8191,,,,
40.72888107996804,0.4576278773030117,0.6590583975259001,25.798269346822053,0.1145374449339207,15.823278059637376,,,,,,,,,,
27.12103913190885,0.5424207826381771,0.3593177284821268,13.40158540615812,0.02356902356902357,14.751361961140438,,,,,,,,,,
12.799103434663614,0.2782413790144264,0.6838889504920952,7.275434862356633,0.1590909090909091,8.775394788536078,,,,,,,,,,
15.59617368258462,0.31828925882825754,0.7418537737618447,9.097481490578502,0.029801324503311258,10.227656830822724,,,,,,,,,,
,,,,,,28.268387409999995,3,62.85,2172,136,8421,,,,
26.716731272211973,0.46871458372301705,0.6446755645793188,15.843430086271837,0.3404255319148936,15.227348528192593,,,,,,,,,,
68.4380394058586,0.5951133861379009,0.45218631931219455,99.52924655936658,1.0691244239631337,14.77057221296383,,,,,,,,,,
30.61762971885789,0.4137517529575391,0.7967511882092547,21.46371250017546,0.20833333333333334,15.87719159204676,,,,,,,,,,
9.841838290833664,0.29823752396465647,0.16415792469126209,4.1717030993895605,0.02717391304347826,7.036622904236458,,,,,,,,,,
,,,,,,28.70497655,3,63.58,2243,140,8696,,,,
19.990102059139208,0.3771717369648907,0.5936809488139911,9.346406650496647,0.10714285714285714,9.715961146414802,,,,,,,,,,
54.385188647088555,0.47291468388772656,0.8322489330899169,42.42186838481575,0.21212121212121213,20.08460993345538,,,,,,,,,,
28.227273200140587,0.49521531930071205,0.5300058411891516,14.657499506138265,0.05555555555555555,14.132633364579684,,,,,,,,,,
34.49240070165292,0.5148119507709391,0.5915136068562474,14.585925697116181,0.27450980392156865,11.911712490185318,,,,,,,,,,
,,,,,,29.02635823,3,64.17,2332,144,8984,,,,
31.9346404456789,0.5235186958308017,0.3966007264595221,14.806448542047292,0.38461538461538464,13.239451453340939,,,,,,,,,,
24.118724421194713,0.4466430448369391,0.20640236511771506,10.389762783888727,0.03235294117647059,10.498589400891449,,,,,,,,,,
30.290071148094597,0.4589404719408272,0.7481160097826164,16.662087599746883,0.29310344827586204,13.814448800960399,,,,,,,,,,
27.376057627412443,0.44878782995758104,0.5026181520491156,11.039217851590365,0.04219409282700422,9.956427005673588,,,,,,,,,,
,,,,,,29.381205599999998,3,64.43,2392,148,9222,,,,
32.200183924008186,0.4410984099179204,0.8162355825132019,17.011277173412964,0.29310344827586204,12.739454265463925,,,,,,,,,,
30.932542919723048,0.5070908675364434,0.5963961629095188,17.593946675071493,0.06093189964157706,15.83642402585737,,,,,,,,,,
27.456009121473002,0.4037648400216618,0.44154492489785496,17.626098103821278,0.4090909090909091,14.059555926889951,,,,,,,,,,
18.413602027021113,0.44911224456149057,0.16056703853074214,6.710884289583191,0.01348747591522158,8.958463140676919,,,,,,,,,,
,,,,,,29.50878481,3,64.5,2452,152,9461,,,,
37.61612086310321,0.4532062754590748,0.5972544895391091,19.01151419710368,0.4222222222222222,12.551872065962808,,,,,,,,,,
15.306456542940019,0.3478740123395459,0.47369970507224307,7.277432975359261,0.01910828025477707,9.255832801369657,,,,,,,,,,
20.027985619086675,0.3778865211148429,0.565573190621702,9.096142127877101,0.21428571428571427,9.482688354453716,,,,,,,,,,
32.50404313884625,0.5000622021360961,0.4275168339964297,17.445420556003228,0.0379746835443038,14.504002621379026,,,,,,,,,,
,,,,,,29.091676510000003,3,64.09,2514,156,9702,,,,
18.054409335473796,0.3610881867094759,0.8368538842812998,10.633882178459316,0.048458149779735685,11.674621393602356,,,,,,,,,,
13.592601629528602,0.3236333721316334,0.5022022728468821,7.377065472304821,0.02631578947368421,9.79145876913162,,,,,,,,,,
28.41098416543786,0.4509680026259978,0.5072266387678583,12.72809112793766,0.29545454545454547,11.045866789906588,,,,,,,,,,
36.81294813762616,0.5577719414791842,0.43184543262233444,17.27782647823915,0.03411513859275053,14.381330840173723,,,,,,,,,,
,,,,,,28.370541800000005,3,63.28,2560,160,9919,,,,
13.34411920158513,0.317717123847265,0.6040113449809509,7.854942641919479,0.1702127659574468,10.390294154115724,,,,,,,,,,
28.046081981653032,0.36902739449543465,0.94420167472669,19.989581951173022,0.2,14.408977735516691,,,,,,,,,,
44.130227121866724,0.1553881236685448,0.4400864841530813,4.461745499866083,0.020833333333333332,0.8802952158359396,,,,,,,1.633711244861285,0.0004048756911275001,75,-0.42982773363590243
122.90914482712634,0.35016850378098674,0.33216516803612733,5.985594742931426,0.006896551724137931,0.9674850487331993,,,,,,,1.1220158295501879,0.0004023387700876,358,-0.8294086552129617
,,,,,,29.31220179,3,68.13,2776,164,10668,,,,
3.2401414236326023,0.11571933655830723,0.7998956482526128,4.530455911532044,0.03571428571428571,9.216003533164391,,,,,,,0.69959844446608,0.00039921229057760004,708,-1.565124897786549
3.596188744121573,0.12400650841798527,0.8411716499804031,4.3238809639588,0.006741573033707865,8.577705105510251,,,,,,,0.703670182161861,0.0003989716129475,735,-1.9366329466855083
-0.9420865727649002,-0.04958350382973159,0.17220957123519207,1.517493735998869,0.003968253968253968,4.818789763114478,,,,,,,0.6089450786156314,0.0003987220981771,763,-2.102861906800951
3.3524907346305657,0.11560312878036433,0.8072884037087833,4.1216801221016794,0.05172413793103448,8.159586567424292,,,,,,,0.6789161405629582,0.0003985617371419,781,-2.129569285445743
,,,,,,28.049074359999995,3,66.19,2809,168,10769,,,,
0.8048807298485166,0.03658548772038712,0.28862975507684197,2.5145169040188193,0.05128205128205128,6.532681917941969,,,,,,,0.48399263407502857,0.00039831235091390005,809,-2.1718604351793016
0.575065906640079,0.027384090792384713,0.2693984570512184,2.552587610669434,0.004842615012106538,6.792244671330219,,,,,,,0.45627723527806147,0.00039812536259,830,-2.239899300393604
0.19487170910166896,0.00885780495916677,0.2875570033548423,2.0830828682519495,0.034482758620689655,5.519967131630121,,,,,,,0.5198816407471896,0.00039794731939,850,-2.2274665772914886
3.061312466521878,0.105562498845582,0.7952457887856081,4.151040605735034,0.01,8.198039498080437,,,,,,,0.6537899637506122,0.0003977604169939,871,-2.2250605764843168
,,,,,,26.7324871,3,64.47,2837,172,10859,,,,
1.2407226855702191,0.053944464590009525,0.3422992123493696,2.6371394493617117,0.05172413793103448,6.562913487385193,,,,,,,0.536410255091531,0.0003975112822619001,899,-2.3548369237354825
-0.5400448623217198,-0.028423413806406304,0.1435241394832635,1.6533541796379723,0.003663003663003663,4.905110705496881,,,,,,,0.4575998959216205,0.00039731558843390005,921,-2.3824945471503516
4.086540328114156,0.13182388155206953,0.9159518103160152,4.193914579227567,0.06818181818181818,7.703171148399959,,,,,,,0.6736872494220734,0.00039715551122989994,939,-2.2620106869273715
3.122792591597017,0.10768250315851784,0.7948599056852147,4.114979726728052,0.010676156583629894,8.112394081580332,,,,,,,0.49122040867805483,0.0003968887877459,969,-2.418084486325582
,,,,,,25.66359838,3,62.7,2863,176,10957,,,,
2.6306550169064042,0.09395196488951443,0.8239022479861263,4.042858570581302,0.06666666666666667,8.362402631071978,,,,,,,0.6975198100720134,0.0003966399268651001,997,-2.4488147837775096
2.6022967112712667,0.09293916825968809,0.8457973938283151,4.144957754295319,0.009174311926605505,8.548305693559794,,,,,,,0.6955678529209561,0.00039640002797440007,1024,-2.5099074928848832
2.8472641120533027,0.10168800400190367,0.7355173866955551,4.09159914823249,0.07142857142857142,8.424982421247904,,,,,,,0.5106877458316309,0.00039616020183789997,1051,-2.515098730723063
2.7136049146286965,0.10050388572698876,0.7630536953821795,4.505134251900017,0.01532567049808429,9.530701828451482,,,,,,,0.4917768355872896,0.0003959204484556,1078,-2.611004427627281
,,,,,,24.161288059999997,3,60.44,2895,180,11064,,,,
2.322242211097967,0.08600897078140618,0.8224929824797903,4.226511140586808,0.013215859030837005,8.975296164787983,,,,,,,0.5544867022679403,0.00039568964359040006,1104,-2.6697098291837253
12.854624246932936,0.3296057499213573,0.3838049374546777,11.322914158459753,0.01839464882943144,16.243031288234043,,,,,,,0.43794501802096,0.00039545890619,1130,-2.734327664742103
26.527786719675653,0.46539976701185354,0.38814078740335867,19.937859513331205,0.45454545454545453,19.340769368077837,,,,,,,0.5281192719152099,0.0003951217959616,1168,-2.8649592274113704
53.33992165055845,0.5442849148016169,0.5464207705680152,39.86342851095833,0.19306930693069307,22.304726708820752,,,,,,,0.4375920010996716,0.00039462526461440006,1224,-2.940315076283046
,,,,,,24.020960059999993,3,60.14,2944,184,11281,,,,
16.836994828153706,0.4317178161065053,0.1530351833976055,11.413639311038423,0.2553191489361702,16.313741439106668,,,,,,,0.6065772003734234,0.00039376594195390005,1321,-3.1896212297616544
49.556188354012214,0.5830139806354379,0.8057227574386409,26.606325988890603,0.2692307692307692,17.145367183789944,,,,,,,0.4869078193840228,0.00039342955607389997,1359,-3.3055261373519897
288.9105798747747,0.7937103842713591,0.3981070513836432,327.96513918507844,1.1072664359861593,18.97649573481817,,,,,,,0.5731558931015787,0.0003926864776091,1443,-3.5470912541661943
251.79493574475953,0.599511751773237,0.7179717718363351,173.03398821828887,0.5631067961165048,22.437420133224936,,,,,,,0.4746596491780163,0.0003894834139244,1806,-4.192448670542273
,,,,,,29.017950669999994,3,66.69,3186,188,12185,,,,
2316.0154104858707,0.7420747870829448,0.5806722264818737,1535.000276640756,4.947368421052632,18.48514384365074,,,,,,,0.5518514471648701,0.0003858025638275,2225,-5.337211448423618
