custom/routes_completed,custom/total_distance,custom/avg_speed,custom/total_reward,custom/avg_center_dev,custom/mean_reward,time/time_elapsed,rollout/ep_rew_mean,time/episodes,time/total_timesteps,time/fps,rollout/ep_len_mean,train/critic_loss,train/actor_loss,train/n_updates,train/learning_rate
0.20512820512820512,8.096992602571845,9.15216827572074,-6.017811400307121,0.7760340214221108,-0.12281247755728818,,,,,,,,,,
0.03805496828752643,18.68886350817047,16.2096754191474,-1.0311441750343207,0.9953227300335391,-0.01636736785768763,,,,,,,,,,
0.46551724137931033,28.157816627062857,18.53095736928027,1.662253891564026,0.8557211682436637,0.020027155320048506,,,,,,,,,,
0.0410958904109589,15.622995839454234,14.04877847294316,9.277882294635933,0.48018310996923014,0.15209643105960546,,,,,,,,,,
,,,,,,481,1.4189468214285714,28,1611,3,57.535714285714285,,,,
0.2413793103448276,13.827821245416999,12.424092073237816,-0.902536764297956,0.8051770588534207,-0.01479568466062223,,,,,,,,,,
0.011799410029498525,5.7929025671910495,8.282383078383393,-4.971543816058288,0.6053438234316019,-0.12747548246303303,,,,,,,,,,
0.38636363636363635,17.287377308588475,13.920726667141091,4.588273712457616,0.6337788486921607,0.06747461341849435,,,,,,,,,,
0.08493150684931507,34.09876823821105,17.18749160678292,10.76269177147233,0.49341284904640087,0.0996545534395586,,,,,,,,,,
,,,,,,544,1.533258,32,1883,3,58.84375,,,,
0.7111111111111111,30.321605096105486,17.7694542136976,21.636103086031515,0.3952350120761658,0.23264626974227434,,,,,,,,,,
0.041666666666666664,14.249169421149418,13.29357336468251,7.462583448764999,0.43919421552038845,0.12648446523330506,,,,,,,,,,
0.21428571428571427,9.005531170638278,11.319368621493076,-3.6132063616467605,0.7342334935077477,-0.08211832640106274,,,,,,,,,,
0.07344632768361582,12.753596410038881,13.71076081955672,-0.38930987509188775,0.8648996080881196,-0.007633526962586034,,,,,,,,,,
,,,,,,600,2.055992027777778,36,2126,3,59.05555555555556,,,,
0.07929515418502203,17.74209114117548,15.652383325165045,12.382022013885372,0.3787205863585302,0.19971003248202213,,,,,,,,,,
0.017857142857142856,7.692457538796589,9.936563107273962,-3.8271191874820794,0.6253467280891069,-0.08900277180190883,,,,,,,,,,
0.7045454545454546,33.42796298582107,17.47822537583639,0.54581195796362,0.6402860991326688,0.0052481919034963465,,,,,,,,,,
0.10140845070422536,33.28703412832692,18.123448610367326,15.900368590189501,0.5587876372269485,0.159003685901895,,,,,,,,,,
,,,,,,674,2.471803725,40,2431,3,60.775,,,,
0.1702127659574468,8.210441716015339,9.69135178606275,-4.218916171528434,0.6370281057082157,-0.08976417386230712,,,,,,,,,,
0.02702702702702703,10.053980068303645,11.53753757468008,-2.336072865209461,0.7368792198382708,-0.04866818469186377,,,,,,,,,,
0.052083333333333336,4.513627828098834,7.149676559529186,-3.9950540807158523,0.2474337743355654,-0.11750159060928977,,,,,,,,,,
0.045889101338432124,24.063034017337486,17.296933403080754,12.453612038097937,0.6108197709865401,0.16386331629076234,,,,,,,,,,
,,,,,,751,2.2870682954545454,44,2632,3,59.81818181818182,,,,
0.25,20.60984245617874,14.078880247738615,0.6360139664677629,1.0190834763608423,0.007950174580847036,,,,,,,,,,
0.05042016806722689,11.697868812829256,11.914778757648524,-1.468977455575775,0.7511100428527926,-0.027203286214366205,,,,,,,,,,
0.09523809523809523,24.190282128518447,15.156121376201588,18.521953946232983,0.5967859068556567,0.21289602237049407,,,,,,,,,,
0.03345724907063197,9.927974626654759,11.890476842979888,-5.67655744440576,0.9352893385260018,-0.12340342270447305,,,,,,,,,,
,,,,,,846,2.3437234583333333,48,2895,3,60.3125,,,,
0.41025641025641024,15.431592804263346,12.408296070464852,21.833422241407266,0.10670134722699674,0.3258719737523473,,,,,,,,,,
0.013636363636363636,6.974160676589236,9.028544981579454,-3.93540162802487,0.5896162787924802,-0.09152096809360163,,,,,,,,,,
0.7931034482758621,41.18785237590782,19.84916740806365,6.316467150588462,1.0690494970957245,0.0558979393857386,,,,,,,,,,
0.01729106628242075,6.736242316430435,9.364401005045478,-4.961150565518514,0.6633823032261048,-0.12402876413796285,,,,,,,,,,
,,,,,,934,2.530910596153846,52,3154,3,60.65384615384615,,,,
0.39655172413793105,22.571711980504915,16.44299243939527,11.600308104853944,0.5871842520793191,0.15467077473138593,,,,,,,,,,
0.09565217391304348,21.66912266658619,15.786740224412405,3.5246628898540155,0.9923972251397313,0.04699550519805354,,,,,,,,,,
0.4090909090909091,17.00109699717723,13.697875805768401,9.12327021199916,0.39935562495574917,0.13616821211939042,,,,,,,,,,
0.09774436090225563,13.186037493636832,13.876360039819833,5.604945868016152,0.4386837208278519,0.10778742053877216,,,,,,,,,,
,,,,,,1000,2.880641321428572,56,3419,3,61.05357142857143,,,,
0.2222222222222222,9.861102618044242,11.812750182895526,-1.9498513619210254,0.7041813633505027,-0.04238807308523968,,,,,,,,,,
0.04093567251461988,14.55835526296869,12.681637579239698,11.703403582116206,0.4382959472929919,0.18576831082724135,,,,,,,,,,
0.38095238095238093,16.106912838527933,14.631832226579622,10.197310489314276,0.42803025661475663,0.16995517482190461,,,,,,,,,,
0.07713498622589532,28.383636329323053,17.363860939321388,23.149344039220345,0.20055232216031674,0.26010498920472297,,,,,,,,,,
,,,,,,1089,3.4045235000000007,60,3673,3,61.21666666666667,,,,
0.06607929515418502,14.380680873524398,13.613765005445213,-0.18830402669463808,0.7173537042560153,-0.0032466211499075533,,,,,,,,,,
0.05263157894736842,10.80091794161126,11.91906250325793,4.2957866008224865,0.4741491845466379,0.08591573201644973,,,,,,,,,,
0.20454545454545456,9.337963314494118,11.466513361707346,-0.3191622008344712,0.6219274609904003,-0.007092493351877139,,,,,,,,,,
0.02027027027027027,12.316056843381375,10.463156640477147,6.149887489573221,0.350238507539554,0.09609199202458157,,,,,,,,,,
,,,,,,1147,3.344764046875,64,3886,3,60.71875,,,,
0.2765957446808511,12.548842508345842,11.899257554142535,-4.446754840881849,0.7689062217750366,-0.07666818691175602,,,,,,,,,,
0.041474654377880185,9.056116330903023,9.791879665077076,-3.4900125837609792,0.7362040530994133,-0.06843161928943096,,,,,,,,,,
0.3333333333333333,31.960654774913564,18.52870369340323,4.124042729579495,0.8665317434819224,0.04387279499552654,,,,,,,,,,
0.07493540051679587,28.72379672480747,17.164565882986484,23.44638959732901,0.26347968091283747,0.2576526329376814,,,,,,,,,,
,,,,,,1234,3.434615470588235,68,4176,3,61.411764705882355,,,,
0.38095238095238093,28.885720304446295,17.512599676700642,8.648950722256288,0.6804130193357769,0.0960994524695143,,,,,,,,,,
0.04294478527607362,14.066739881411195,11.848858062287695,-3.3552226485243057,0.9025603280428736,-0.05161880997729701,,,,,,,,,,
0.0873015873015873,23.93554781319108,15.562274168485493,1.539208881962903,0.9292469440009551,0.018323915261463132,,,,,,,,,,
0.041379310344827586,7.167395070195198,10.369123596557024,-5.355171154482646,0.6677212900287558,-0.14092555669691173,,,,,,,,,,
,,,,,,1323,3.2623420416666664,72,4449,3,61.791666666666664,,,,
0.38461538461538464,15.498018893180415,13.442988214028178,7.649508112257298,0.5891729117741354,0.12142076368662377,,,,,,,,,,
0.18666666666666668,14.054790529655293,12.052725897583754,-4.023177296403175,0.8866267046016648,-0.06286214525629961,,,,,,,,,,
0.22413793103448276,13.19157411949709,12.737409206928172,2.431885061452478,0.6781847085402024,0.04266465020092067,,,,,,,,,,
0.06725663716814159,37.58769073756412,19.12968026449047,16.07703627936351,0.347098927162874,0.1502526755080702,,,,,,,,,,
,,,,,,1414,3.3799870657894733,76,4736,3,62.31578947368421,,,,
0.15517241379310345,8.853215366136283,9.556902604827696,-4.208723914436082,0.7500883276572647,-0.08252399832227612,,,,,,,,,,
0.012307692307692308,7.369115777080879,7.843619267541137,-3.3825427650736657,0.4757246574569394,-0.0663243679426209,,,,,,,,,,
0.7272727272727273,35.09308475465514,18.54418129546643,13.925235642434536,0.5076966326949217,0.13519646254790813,,,,,,,,,,
0.07894736842105263,17.699560428154655,15.19765047754643,-0.9044817335641948,0.7020022812660878,-0.014132527086940544,,,,,,,,,,
,,,,,,1480,3.2770474125,80,5001,3,62.5125,,,,
0.35555555555555557,16.436561692040414,14.095720916097367,2.8867068716454387,0.6606135806304543,0.04510479486945998,,,,,,,,,,
0.022935779816513763,10.242315727984533,11.783239864354613,-3.121006949533654,0.7132548080170559,-0.06502097811528446,,,,,,,,,,
0.2857142857142857,12.079476631944999,11.442198662232501,6.945280708334359,0.4605282302999136,0.11974621910921308,,,,,,,,,,
0.06303724928366762,21.874174845637754,16.36123557063397,-0.6784067347105349,0.768342390440405,-0.009293242941240204,,,,,,,,,,
,,,,,,1549,3.191091642857143,84,5240,3,62.38095238095238,,,,
0.13656387665198239,29.769372498849407,15.893527472929264,7.762514789195439,1.1231421855108559,0.07610308616858273,,,,,,,,,,
0.04150943396226415,10.827821691986173,11.269775289153129,-2.4031359168937207,0.6641812586272065,-0.045342187111202276,,,,,,,,,,
0.29545454545454547,12.653046552441083,10.745283910645497,-3.1803901282890843,0.7417732483284447,-0.04969359575451694,,,,,,,,,,
0.22018348623853212,24.08731511537917,14.633020918336253,21.906833953723815,0.21194768085302856,0.2461442017272339,,,,,,,,,,
,,,,,,1634,3.3181001704545454,88,5544,3,63.0,,,,
0.48936170212765956,22.143257743911818,17.305565028079545,9.471260991774969,0.6777877679197299,0.13530372845392813,,,,,,,,,,
0.03881278538812785,17.190267596626654,12.858510212073094,10.872863983005598,0.3933327510234257,0.14894334223295339,,,,,,,,,,
0.15625,14.4895270827692,13.206702103020831,13.281697977103455,0.1778881483935411,0.22136163295172426,,,,,,,,,,
0.04498269896193772,13.165625435300171,11.856355880363473,5.9792554390468755,0.5059122203090013,0.09802058096798157,,,,,,,,,,
,,,,,,1715,3.602758586956522,92,5804,3,63.08695652173913,,,,
0.07142857142857142,6.1928994320333,8.804902344299872,-4.018444601261394,0.4903703184114875,-0.10303704105798446,,,,,,,,,,
0.09022556390977443,11.889070664416067,12.070843841375344,-1.658911175701034,0.831538530030455,-0.030720577327796924,,,,,,,,,,
0.051587301587301584,13.557698547607288,12.837794481479547,2.056142028398657,0.64722948938602,0.03545072462756305,,,,,,,,,,
0.099601593625498,24.530678014503792,17.21145534963485,17.82083871531359,0.22123308424190194,0.22847229122196913,,,,,,,,,,
,,,,,,1807,3.5990470729166666,96,6029,3,62.802083333333336,,,,
0.2564102564102564,10.045827562222257,10.651113741400827,0.37097559503285815,0.603903682739472,0.007134146058324195,,,,,,,,,,
0.8205128205128205,30.667830801801756,17.95945836976663,24.267612657753787,0.36150870814727953,0.2609420715887504,,,,,,,,,,
0.8620689655172413,45.49981626193039,21.531657785572047,10.745226694791619,0.8069309848569286,0.0934367538677532,,,,,,,,,,
0.024096385542168676,6.341492494568229,8.864599064985466,-4.7684780052405875,0.6272508917886676,-0.11921195013101468,,,,,,,,,,
,,,,,,1908,3.7597923999999994,100,6325,3,63.25,,,,
0.27586206896551724,16.20843326020986,13.865867968093355,15.128653928840286,0.41486458577051644,0.23638521763812947,,,,,,,,,,
0.04371584699453552,8.627876956481487,9.530940279027895,-4.896122998929331,0.7650121381372317,-0.09792245997858663,,,,,,,,,,
0.20454545454545456,8.929928906960413,10.269479264002642,-2.939237011145659,0.8316979730337971,-0.061234104398867895,,,,,,,,,,
0.0967741935483871,21.17853880301118,16.30249458113256,8.448819391004715,0.6931802087737217,0.11899745621133402,,,,,,,,,,
,,,,,,1970,3.76304633,104,6554,3,63.0,,,,
0.4,18.58515738788992,14.528192925821408,13.22092504054213,0.4631711744189147,0.18887035772203045,,,,,,,,,,
0.05339805825242718,22.044726403662935,15.63384998133322,7.008969724447663,0.8169838946942753,0.09102558083698264,,,,,,,,,,
0.40476190476190477,16.647327883634716,14.481788633994649,6.461253008429363,0.6454603014921881,0.10255957156237085,,,,,,,,,,
0.042801556420233464,11.683627495425753,11.047154308684412,1.0369217903435235,0.6370655153352056,0.017877961902474544,,,,,,,,,,
,,,,,,2045,3.98500177,108,6818,3,63.42,,,,
0.08370044052863436,18.222654555691406,16.118998256283636,-1.753564253862569,1.128893433615138,-0.02828329441713821,,,,,,,,,,
0.07851239669421488,19.386276033474132,14.934981062407706,2.1843839970434757,0.750916934012278,0.030765971789344728,,,,,,,,,,
0.3181818181818182,14.335504758637398,12.270106070609636,4.676883692923321,0.6274873467212837,0.07307630770192688,,,,,,,,,,
0.055900621118012424,26.277157210977748,17.50725747298939,16.824267907216296,0.4044129414877239,0.20517399886849141,,,,,,,,,,
,,,,,,2121,4.33766733,112,7093,3,64.11,,,,
0.3191489361702128,13.993559736059979,13.19170063926383,-0.46633052067356395,0.5745292696413988,-0.008040181390923516,,,,,,,,,,
0.017543859649122806,7.548509855289012,9.94636765483201,-5.298808621373008,0.7143652894935896,-0.12616211003269068,,,,,,,,,,
0.052083333333333336,4.478561915457249,7.385522753252342,-4.571605207771187,0.2695694315709634,-0.1385334911445814,,,,,,,,,,
0.050335570469798654,16.050181864527985,14.177712810723886,12.637320058823171,0.41143154825826694,0.20382774288424468,,,,,,,,,,
,,,,,,2179,4.26076412,116,7284,3,63.65,,,,
0.15476190476190477,14.398012788500637,13.189561245709386,6.962906730271108,0.43507092415800275,0.11604844550451847,,,,,,,,,,
0.014684287812041116,10.242349763633683,11.772492933230033,-2.1397654675294113,0.6755189143256937,-0.04457844724019607,,,,,,,,,,
0.011904761904761904,3.623282391577959,5.813229078006372,-6.261428041379734,0.24719889204517806,-0.17889794403942097,,,,,,,,,,
0.14948453608247422,29.713068479439244,18.186813778723234,19.826107101086727,0.589444155620599,0.22276524832681716,,,,,,,,,,
,,,,,,2246,4.36727075,120,7512,3,63.88,,,,
0.5641025641025641,21.357457475969568,16.17468073370004,2.7779614997884536,0.9211967649829388,0.038582798608172965,,,,,,,,,,
0.018433179723502304,8.530533608281985,8.888473955555565,-3.1505177558293775,0.6403748526644412,-0.05944373124206373,,,,,,,,,,
0.603448275862069,34.8033030112274,16.655103344244516,4.602763107914145,1.3953855221621392,0.04037511498170302,,,,,,,,,,
0.0738255033557047,22.251362597220577,16.20557739986831,18.65757269425865,0.33041374470984275,0.24876763592344867,,,,,,,,,,
,,,,,,2344,4.481061479999999,124,7822,3,64.63,,,,
0.22413793103448276,13.468814487103373,12.976714124345616,3.1152352487987844,0.6042912366136839,0.054653249978926045,,,,,,,,,,
0.06770833333333333,13.644820602145046,12.934981974656663,11.176096971537017,0.3883382937001565,0.19269132709546583,,,,,,,,,,
0.25,10.208004097570665,11.582451536023378,-0.0768640909183258,0.5509372035207519,-0.001601335227465121,,,,,,,,,,
0.0175054704595186,8.661807104479522,10.400522297944656,-2.1961648968004495,0.6565943220925551,-0.04774271514783586,,,,,,,,,,
,,,,,,2403,4.562333719999999,128,8027,3,64.16,,,,
0.2222222222222222,10.352119902148843,11.413772008587735,0.15758521766293754,0.6057398817811517,0.0031517043532587508,,,,,,,,,,
0.06578947368421052,9.944845665479079,9.28645345090581,-4.895226628994917,0.6744378053521923,-0.08296994286432062,,,,,,,,,,
0.2619047619047619,10.73675776226446,11.342792783361869,1.1637672966113044,0.6120558819580517,0.022380140319448162,,,,,,,,,,
0.006920415224913495,3.4917892668163404,5.114351952478688,-3.8940711351825543,0.11666125183540962,-0.10524516581574471,,,,,,,,,,
,,,,,,2461,4.392872779999999,132,8221,3,63.38,,,,
0.06167400881057269,14.156168798916042,12.935365035996977,10.584500221221784,0.47207943401710634,0.17640833702036307,,,,,,,,,,
0.07947019867549669,23.135082678636536,18.302774665057864,20.538575229825703,0.3402103117340075,0.2976605105771841,,,,,,,,,,
0.75,33.254392434610054,18.29130169568328,11.17367375184418,0.6139313907349765,0.1128653914327695,,,,,,,,,,
0.16216216216216217,22.986139809247106,17.72243505906922,-1.6605587304929834,1.0739875228320528,-0.02338815113370399,,,,,,,,,,
,,,,,,2534,4.54827103,136,8516,3,63.9,,,,
0.3617021276595745,17.167167585808784,14.700849909392245,12.57534836394045,0.5412938533385971,0.19648981818656952,,,,,,,,,,
0.03314917127071823,11.19233220606111,10.463134120179618,5.980986643255841,0.34398520501203955,0.10137265497043799,,,,,,,,,,
0.052083333333333336,4.445049948757514,6.772333347691299,-4.638982324993189,0.28843164848578307,-0.1288606201386997,,,,,,,,,,
0.16666666666666666,23.932514843763784,14.832542369841338,6.419995902147093,0.5883824545068657,0.07295449888803515,,,,,,,,,,
,,,,,,2609,4.50163308,140,8759,3,63.28,,,,
0.2619047619047619,21.441762221045792,14.809079864122127,4.351729270415634,0.9196598768848367,0.055085180638172575,,,,,,,,,,
0.07482993197278912,22.03023124183528,15.872349874900316,17.62716743061152,0.4795141226696808,0.23502889907482027,,,,,,,,,,
0.027777777777777776,7.617752757156268,11.40114553591623,-4.822583662634479,0.7435584588945615,-0.13034009899012106,,,,,,,,,,
0.1271186440677966,15.191488010343164,11.094362540863415,3.016324666698692,0.5952441081630406,0.04021766222264923,,,,,,,,,,
,,,,,,2692,4.68432541,144,9021,3,63.89,,,,
0.2564102564102564,9.998132234206423,9.845354420053539,-1.595014553921244,0.6382756957334488,-0.028482402748593642,,,,,,,,,,
0.051181102362204724,13.636722670169547,12.2899184690577,7.035630264707137,0.4116703497691356,0.11533820106077275,,,,,,,,,,
0.25862068965517243,14.598806788562797,12.918338925628188,4.634305261727006,0.5468077225500827,0.074746859060113,,,,,,,,,,
0.04024767801857585,13.36884069966618,11.652889021009193,3.5808251945608465,0.6177001061558156,0.05683849515175947,,,,,,,,,,
,,,,,,2762,4.70075858,148,9259,3,63.64,,,,
0.41379310344827586,24.712338213110343,15.175022877097584,14.595772148563992,0.4546894728763569,0.16399743987150553,,,,,,,,,,
0.10804020100502512,43.481335083721206,20.929404579029054,2.281767676804206,1.041217094032187,0.020192634308001823,,,,,,,,,,
0.25,10.639552749926224,10.820717272787062,-2.1580291222677497,0.7504455010982498,-0.03996350226421758,,,,,,,,,,
0.019823788546255508,9.215044391108677,10.849825342395276,-5.62339427688854,0.7553519878503893,-0.11964668674230935,,,,,,,,,,
,,,,,,2838,4.59918643,152,9558,3,64.04,,,,
0.1111111111111111,5.634241076651961,8.52593949836325,-7.402292810876203,0.7243543929432829,-0.200061967861519,,,,,,,,,,
0.09818181818181818,27.40640338137746,18.029989614690216,8.470813780766932,0.5313900056567548,0.10205799735863773,,,,,,,,,,
0.40476190476190477,16.461420476902276,13.22140326935532,15.563630437329564,0.25580855784874384,0.22887691819602302,,,,,,,,,,
0.04419889502762431,16.63483015773818,14.717481258842263,6.001425672792191,0.5620206764518084,0.09679718827084179,,,,,,,,,,
,,,,,,2904,4.52698952,156,9804,3,63.85,,,,
0.13656387665198239,29.752812516642734,17.647447227887845,6.7851742054953625,0.866480660889484,0.07375189353799307,,,,,,,,,,
0.043689320388349516,9.44530952477362,11.031126345733096,0.28661485493657857,0.39679461142684647,0.0060981884029059266,,,,,,,,,,
0.29545454545454547,12.871473621111363,13.052673703449754,8.464175530038784,0.3318292835350839,0.15674399129701452,,,,,,,,,,
0.07228915662650602,6.2925907745957375,4.825209782163787,-4.270055075709689,0.4710716204781664,-0.06014162078464351,,,,,,,,,,
,,,,,,2964,4.208646589999999,160,10064,3,63.91,,,,
0.0851063829787234,4.76102379639633,10.151730317503654,-7.916813572258665,0.7126842812341622,-0.29321531749106167,,,,,,,1.214660015382937,-0.014083830080926419,70,0.000490006668763904
0.006382978723404255,4.336592928739265,9.688861463993092,-8.27168936441001,0.7514032171405406,-0.3181418986311542,,,,,,,1.3581260511508355,0.012345195318070741,96,0.0004899809822419
0.03125,4.135293215280399,9.697264228722668,-8.314261171549969,0.7392747927187849,-0.33257044686199877,,,,,,,1.2888517260551453,-0.033180572986602784,121,0.000489956284299275
0.014388489208633094,4.904883661540225,10.521457767902962,-7.133492889704781,0.7100971055014772,-0.2642034403594363,,,,,,,1.1012228230635326,-0.038064952299464494,145,0.000489932574861179
,,,,,,2997,3.7932676599999997,164,10165,3,62.79,,,,
0.03571428571428571,4.3207185042556375,10.050213260625618,-8.056662717556335,0.7058038523649525,-0.32226650870225343,,,,,,,0.8130083327683119,-0.12229416977900726,171,0.000489906890285275
0.009584664536741214,4.376078311121091,10.192141191510421,-7.857009704948206,0.683631053358383,-0.31428038819792825,,,,,,,0.8388477064048251,-0.0727235361118801,195,0.000489883182044779
0.011904761904761904,4.24238720908761,9.9329129558618,-8.182228411812828,0.7124389614492744,-0.3272891364725131,,,,,,,0.9524961020797491,-0.07182595723619063,219,0.000489859474379131
0.010416666666666666,4.156567869242281,9.80530168492296,-8.326750230837366,0.7483223110824896,-0.3330700092334946,,,,,,,0.871341527129213,-0.09071442186056326,243,0.000489835767288331
,,,,,,3030,3.2734372399999994,168,10261,3,60.85,,,,
0.07692307692307693,4.504469803068787,10.02920864375231,-8.393849967491755,0.7638878969523764,-0.32284038336506754,,,,,,,0.8297570937623581,-0.07011128300412868,267,0.000489812060772379
0.018404907975460124,3.877794247469865,9.507288973012864,-8.439823690125586,0.6835124748911737,-0.3516593204218994,,,,,,,0.7863343188166618,-0.07851927906274796,292,0.000489787367096204
0.05172413793103448,4.1983639865648,9.480443446354354,-8.196307123850449,0.7086395249569323,-0.3152425816865557,,,,,,,0.861157375185386,-0.09203973790104299,315,0.0004897646494650189
0.00974025974025974,4.262588102370501,9.87484935693446,-8.010784204418902,0.6814882994401569,-0.3204313681767561,,,,,,,0.5715700429677963,-0.14103316034190358,340,0.0004897399569864441
,,,,,,3062,2.92896837,172,10358,3,59.09,,,,
0.06896551724137931,4.6743515729904175,10.3880569765,-7.827856167814291,0.7349757762301988,-0.3010713910697804,,,,,,,0.8940292550250888,-0.11283196029641356,364,0.0004897162527938361
0.016304347826086956,4.179247899912298,9.771653014422721,-8.25880769110694,0.7012214152127509,-0.3303523076442776,,,,,,,0.5690675228834152,-0.19544951405376196,389,0.000489691561537811
0.06818181818181818,4.071737496647984,9.565973091661284,-8.157287110098387,0.6875306530244937,-0.3262914844039355,,,,,,,0.5595876748363177,-0.15563314392541847,413,0.000489667858518851
0.007159904534606206,4.33449074998498,10.117876237977228,-8.100142627799979,0.7170276891016172,-0.32400570511199916,,,,,,,0.6266735953589281,-0.1819269637732456,437,0.0004896441560747391
,,,,,,3091,2.3849071799999995,176,10455,3,57.19,,,,
0.08888888888888889,4.805524660274386,9.82630925554254,-7.912912070582459,0.7122367439095016,-0.28260400252080214,,,,,,,0.5222806828096509,-0.21676393812716319,461,0.0004896204542054751
0.008695652173913044,4.114086619461887,9.624596078820542,-8.20951403126681,0.7105102225193702,-0.3283805612506724,,,,,,,0.440324195281223,-0.2365381623859759,488,0.000489593790289676
0.07142857142857142,4.231240431545302,9.898047243360171,-8.464008822110468,0.7620057440414482,-0.3385603528844187,,,,,,,0.41569634651144344,-0.2488736017063881,512,0.0004895700896419639
0.008086253369272238,4.195477599510923,9.781680193208512,-8.012878399911514,0.6770723958723462,-0.3205151359964606,,,,,,,0.5142202035834392,-0.273070715542417,536,0.0004895463895691
,,,,,,3119,2.0049895799999997,180,10554,3,55.53,,,,
0.01762114537444934,4.451943044317886,9.91602397651427,-8.349547010935538,0.7285805884914093,-0.3211364234975207,,,,,,,0.4420939755315582,-0.1636729082383681,560,0.0004895226900710841
0.02702702702702703,4.653509834781289,9.972626797764846,-7.902004261750372,0.740679191475182,-0.29266682450927306,,,,,,,0.4379278883337975,-0.20575035691261293,585,0.000489498003705259
0.06818181818181818,3.9566415685694665,9.365944058264038,-8.564008478912145,0.7197577043253709,-0.3425603391564858,,,,,,,0.531078033722364,-0.2284556018331876,611,0.0004894723305464751
0.0055762081784386614,4.344514400232583,10.112304658470807,-8.026503742618765,0.7175714357208798,-0.3210601497047506,,,,,,,0.4806863622119029,-0.20547458976701213,635,0.0004894486328448591
,,,,,,3149,1.6166081099999996,184,10653,3,54.13,,,,
0.06382978723404255,4.243927203351632,9.50509877802006,-8.006989248515662,0.6796522544229203,-0.30796112494291006,,,,,,,0.3307186259577672,-0.24165463664879402,659,0.000489424935718091
0.007317073170731708,4.315707141999155,9.683429699620072,-8.054417439123583,0.7166489046347311,-0.3097852861201378,,,,,,,0.34947082832455634,-0.2465624562650919,684,0.0004894002518223161
