custom/routes_completed,custom/total_reward,custom/mean_reward,custom/avg_speed,custom/avg_center_dev,custom/total_distance,time/episodes,time/fps,time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,train/critic_loss,train/actor_loss,train/learning_rate,train/n_updates
0.5909090909090909,-21.01767036010923,-0.24158241793229,16.01910433223704,0.5869561795071777,25.5542404782027,,,,,,,,,,
0.1348314606741573,-23.92689691686882,-0.4785379383373764,13.811397119548722,0.978053065197384,12.5338164716959,,,,,,,,,,
,,,,,,32,3,1869,-24.77715465625,474,58.40625,,,,
0.26666666666666666,-26.270940323657996,-0.4452701749772542,10.921712777933246,0.7185117095282378,11.77069394593127,,,,,,,,,,
0.11504424778761062,-27.9266831380576,-0.45043037319447743,11.676800800324695,0.6234070094671254,13.189217548817396,,,,,,,,,,
0.23809523809523808,-21.3286597475026,-0.47397021661116884,12.691236297009286,0.5975013565329207,10.319949733093381,,,,,,,,,,
0.1003584229390681,-24.636748199399047,-0.3241677394657769,20.010155123877546,0.5681148124799786,27.839375970885158,,,,,,,,,,
,,,,,,36,3,2107,-24.772150972222224,537,58.52777777777778,,,,
0.06167400881057269,-20.6447997690677,-0.36865713873335176,13.366512996105072,0.3188890493232714,13.674508211901411,,,,,,,,,,
0.04797047970479705,-25.41416498999527,-0.4099058869354076,12.44860157047909,0.4323918528535184,14.050816198578104,,,,,,,,,,
0.4318181818181818,-23.7173810693543,-0.334047620695131,15.432360279057791,0.5646441389100137,20.021043058251962,,,,,,,,,,
0.0440771349862259,-32.51010042656422,-0.433468005687523,12.220366847003593,0.6339842075467643,16.742536099394783,,,,,,,,,,
,,,,,,40,3,2367,-24.819636125,598,59.175,,,,
0.19148936170212766,-26.454642288837505,-0.5187184762517157,9.815366916859563,0.7375606144891198,9.102808606810868,,,,,,,,,,
0.03577235772357724,-19.571427469728484,-0.2718253815240067,16.64687621453238,0.19393669139457861,21.891647764481604,,,,,,,,,,
0.16666666666666666,-22.018200429532094,-0.3609541054021655,14.534309308684358,0.5526680650083864,16.17768811446149,,,,,,,,,,
0.042704626334519574,-22.249186781331225,-0.43625856433982796,12.768722931113233,0.5538282124141012,11.818758320063353,,,,,,,,,,
,,,,,,44,3,2598,-24.58635415909091,660,59.04545454545455,,,,
0.07142857142857142,-26.595109636103736,-0.6184909217698543,7.957208233300381,0.3594345494581832,6.163141428027302,,,,,,,,,,
0.040268456375838924,-24.284845605750103,-0.41160755263983223,11.855367928338856,0.48026599590315133,12.780151694081724,,,,,,,,,,
0.05952380952380952,-28.271311237740267,-0.42835320057182225,12.532580062437171,0.5968032744138821,15.084479758748785,,,,,,,,,,
0.01673101673101673,-22.428508723678494,-0.4005090843514017,13.125997041869713,0.6922796177360879,13.431091554230079,,,,,,,,,,
,,,,,,48,3,2818,-24.627478437500002,723,58.708333333333336,,,,
0.41025641025641024,-25.9013466651161,-0.39848225638640156,14.157174018565085,0.47700078824363235,16.74896117998287,,,,,,,,,,
0.056511056511056514,-26.241521305345117,-0.29819910574255815,14.315135792006505,0.7684837808257696,23.062539877719246,,,,,,,,,,
0.1724137931034483,-24.494610077889902,-0.49989000158958985,11.574510610690908,0.8732539540282005,10.314436482731253,,,,,,,,,,
0.05947955390334572,-26.733172469380637,-0.43118020111904254,14.556499299423937,0.742644325098887,16.460036780685186,,,,,,,,,,
,,,,,,52,3,3078,-24.696788326923077,796,59.19230769230769,,,,
0.6724137931034483,-31.66413098135453,-0.2987182168052314,21.153210756860435,1.131202641233598,41.18241690075956,,,,,,,,,,
0.06578947368421052,-25.089580429034577,-0.3982473083973742,13.487938348892573,0.6733068594856004,15.507462527835742,,,,,,,,,,
0.7045454545454546,-23.151372063431644,-0.25441068201573236,20.690124019625564,0.5421388425938932,34.569682208355516,,,,,,,,,,
0.036544850498338874,-24.71250282714365,-0.4752404389835317,12.213083628494143,0.8053791131140274,11.569437637925148,,,,,,,,,,
,,,,,,56,3,3386,-24.777926464285716,877,60.464285714285715,,,,
0.2,-24.06070932493329,-0.48121418649866576,10.657176685028602,0.5612123113479419,9.645361483795568,,,,,,,,,,
0.0875,-28.589492733634597,-0.38634449640046753,14.388612098780653,1.0855354644519797,19.489370660157874,,,,,,,,,,
0.30952380952380953,-21.667862737555872,-0.41668966802992063,13.338741377708153,0.44478046099008217,12.60429096641019,,,,,,,,,,
0.20588235294117646,-29.943022972574134,-0.41587531906352965,16.504371332255506,0.8939498765062185,21.742234599310905,,,,,,,,,,
,,,,,,60,3,3630,-24.843050100000003,935,60.5,,,,
0.05726872246696035,-27.78519888624127,-0.4790551532110564,12.101925122304392,0.8402874601309935,12.694440640276298,,,,,,,,,,
0.23300970873786409,-14.504844663332303,-0.17688834955283297,15.854827313263236,0.4414880419206771,23.789511437295005,,,,,,,,,,
0.11363636363636363,-24.71148293304707,-0.650302182448607,8.42426461616739,0.6000056443414423,5.715509768109769,,,,,,,,,,
0.013232514177693762,-22.019531633142588,-0.5646033752087843,11.31424578011158,0.6969962242931153,7.955476020113565,,,,,,,,,,
,,,,,,64,3,3843,-24.66167271875,988,60.046875,,,,
0.2765957446808511,-25.01336881578501,-0.45478852392336383,12.95349043686004,0.718577703936087,12.985501242335886,,,,,,,,,,
0.12195121951219512,-19.180962106930938,-0.20848871855359716,17.609246875002757,0.4369398880289056,29.761528089176863,,,,,,,,,,
0.21875,-24.103595795171216,-0.3443370827881602,15.97374406578143,0.6746086415757757,20.451328345458023,,,,,,,,,,
0.030303030303030304,-24.945980443987636,-0.49891960887975273,11.985875011935905,1.0966358640813356,10.864762239158154,,,,,,,,,,
,,,,,,68,3,4106,-24.563722382352946,1065,60.38235294117647,,,,
0.38095238095238093,-30.799247064949085,-0.29902181616455425,15.576751871356956,0.4188924985498355,29.393117310479283,,,,,,,,,,
0.30120481927710846,-26.680103130066954,-0.20843830570364807,20.617085895287737,1.1252401267168846,48.56730370200239,,,,,,,,,,
0.1349206349206349,-30.490740906226424,-0.2931802010214079,18.256535258841275,1.3684658973569428,34.85063603357412,,,,,,,,,,
0.037527593818984545,-25.410898103813125,-0.4458052298914583,14.760523754613267,0.5095443211051055,15.324909926275723,,,,,,,,,,
,,,,,,72,3,4494,-24.755855736111112,1189,62.416666666666664,,,,
0.15384615384615385,-25.13942208895794,-0.5985576687847128,9.029888993921997,0.6758799178684344,6.811825396725908,,,,,,,,,,
0.03770491803278689,-30.53338375784328,-0.39653745140056207,16.688570816037416,0.7164933038750136,23.508449140004814,,,,,,,,,,
0.13793103448275862,-24.89429464447238,-0.5532065476549418,9.760709258266852,0.6482074241425085,7.918810494476929,,,,,,,,,,
0.04081632653061224,-24.429948046387768,-0.3940314201030285,12.847592025762589,0.6722329204886146,14.536881672916934,,,,,,,,,,
,,,,,,76,3,4716,-24.81781869736842,1239,62.05263157894737,,,,
0.20689655172413793,-22.581982222752792,-0.4105814949591417,12.372152370000293,0.5504787665160458,12.387597979512066,,,,,,,,,,
0.033112582781456956,-21.74190479137555,-0.4625937189654372,11.227853153267105,0.2818480011982937,9.76339885010384,,,,,,,,,,
0.22727272727272727,-29.049340010396403,-0.5379507409332667,10.414649075004688,0.5524437699046686,10.192293764324859,,,,,,,,,,
0.05150214592274678,-25.419800900101762,-0.4459614193000309,11.582420725946529,0.6246673877650647,12.036101857898757,,,,,,,,,,
,,,,,,80,3,4925,-24.79540635,1291,61.5625,,,,
0.26666666666666666,-24.553803388815858,-0.4632793092229407,12.249613975626621,0.6453333950606044,11.803458671784028,,,,,,,,,,
0.009287925696594427,-23.072102246118043,-0.7442613627780014,5.6997743416708495,0.24518467983432835,3.1875126310624182,,,,,,,,,,
0.6666666666666666,-29.832182530295395,-0.35096685329759286,18.12028049558518,0.8006418841601882,28.22344349185005,,,,,,,,,,
0.03619909502262444,-23.357213251202467,-0.3829051352656142,14.382104661474425,0.8435444401668568,16.00970871048048,,,,,,,,,,
,,,,,,84,3,5151,-24.79950354761905,1342,61.32142857142857,,,,
0.15859030837004406,-27.99992989270878,-0.30107451497536325,19.71982837421006,0.4760416177184538,33.64096769364551,,,,,,,,,,
0.03076923076923077,-29.99228091188219,-0.4686293892481592,8.806411081546402,0.30832444632781125,10.363253867719322,,,,,,,,,,
0.5681818181818182,-27.467171106258313,-0.3391008778550409,16.4093762432793,0.528564885748033,24.34183772956021,,,,,,,,,,
0.02040816326530612,-27.695711900569464,-0.6294479977402151,6.573907495450642,0.1895894418430392,5.195065034786239,,,,,,,,,,
,,,,,,88,3,5429,-24.94333190909091,1397,61.69318181818182,,,,
0.3191489361702128,-34.510448222093785,-0.4313806027761723,10.046604564061266,0.6747710797920609,14.682250452460721,,,,,,,,,,
0.027649769585253458,-23.37796056249382,-0.4974034162232727,11.644685443350706,0.606862543854583,9.930249376688153,,,,,,,,,,
0.375,-35.09231625478807,-0.3440423162234124,19.16285984352545,0.8624472190957376,35.97489294735715,,,,,,,,,,
0.025735294117647058,-23.969605232250792,-0.5447637552784271,8.677083347721052,0.1523353384692461,6.912531631067395,,,,,,,,,,
,,,,,,92,3,5698,-25.115940489130434,1462,61.93478260869565,,,,
0.07142857142857142,-21.897740693876845,-0.5474435173469211,8.86238166166567,0.17724558144010197,6.396732347318903,,,,,,,,,,
0.01762114537444934,-26.025707653351454,-0.5537384607096054,10.524947412821739,0.5440375050139822,8.937437697662972,,,,,,,,,,
0.04365079365079365,-27.695173358137545,-0.43273708372089914,10.700018133005011,0.45291611952677474,12.45852755208034,,,,,,,,,,
0.01929260450160772,-24.2775075743378,-0.606937689358445,7.832361340394314,0.3860148064965285,5.615472873672843,,,,,,,,,,
,,,,,,96,3,5885,-25.095913833333338,1514,61.302083333333336,,,,
0.358974358974359,-23.20239671793926,-0.39326096132100435,13.827292382572997,0.507531077320792,14.849763492005877,,,,,,,,,,
0.07560137457044673,-27.592811243207358,-0.37798371566037475,17.07696520929503,0.5635673497411137,22.778051396133378,,,,,,,,,,
0.2413793103448276,-19.618259947990055,-0.3441799990875448,14.047743647097553,0.6046232424143401,14.56307548773475,,,,,,,,,,
0.023076923076923078,-27.261757128089727,-0.5926468940889071,8.568679573127168,0.6369531936141007,7.077009056694806,,,,,,,,,,
,,,,,,100,3,6116,-25.056107580000006,1580,61.16,,,,
0.3103448275862069,-27.811532109521092,-0.4150974941719566,14.794671573850726,0.5607776163743795,18.088422143133357,,,,,,,,,,
0.023255813953488372,-24.53986874960862,-0.6632396959353681,8.80195429525461,0.6390902024289342,5.821164008346386,,,,,,,,,,
0.25,-24.240563181031398,-0.45736911662323393,10.444366637886054,0.39260264175612614,10.111721179215237,,,,,,,,,,
0.025380710659898477,-28.73094002444163,-0.49536103490416605,10.880788578623553,0.6042423979738281,11.385923634516075,,,,,,,,,,
,,,,,,104,3,6327,-25.098163649999996,1630,60.79,,,,
0.4666666666666667,-24.10690874534191,-0.33481817701863764,16.191794917888778,0.5374360326544781,21.307727803476155,,,,,,,,,,
0.2653061224489796,-22.328051843297228,-0.3721341973882871,12.370683945899918,0.3073211671107964,13.515860705636442,,,,,,,,,,
0.30952380952380953,-26.825015742897325,-0.45466128377792075,12.484207232342746,0.578191244806261,13.376190029084682,,,,,,,,,,
0.02197802197802198,-24.961800421286412,-0.49923600842572824,11.13065144473431,0.7871446255070768,10.115835532080382,,,,,,,,,,
,,,,,,108,3,6564,-25.124099570000002,1686,61.15,,,,
0.14537444933920704,-23.85979068493377,-0.28070341982275027,19.3043629871086,0.38314860344660623,30.07478255731985,,,,,,,,,,
0.16785714285714284,-29.189869793971834,-0.24324891494976528,21.867177225356194,0.8025956793191901,48.2985405952204,,,,,,,,,,
0.20454545454545456,-29.229228318852176,-0.5219505056937889,9.251423694774322,0.4892283759157873,9.392879519145936,,,,,,,,,,
0.025974025974025976,-25.564299995692224,-0.5112859999138445,11.401134268596964,0.725757305661133,10.32408628705889,,,,,,,,,,
,,,,,,112,3,6871,-25.24321692,1771,62.19,,,,
0.2553191489361702,-30.42456239864703,-0.524561420666328,10.99168091346337,0.818254636213845,11.575981975765899,,,,,,,,,,
0.044897959183673466,-22.644623347219085,-0.40436827405748366,10.290705859180056,0.21640391970592662,10.5770483170636,,,,,,,,,,
0.2708333333333333,-27.922219048600333,-0.3364122776939799,16.772591954209293,0.5490569041976245,25.47606350411661,,,,,,,,,,
0.08582089552238806,-25.0234707401345,-0.32925619394913813,17.154050272563367,0.7342757654639069,23.83866809355095,,,,,,,,,,
,,,,,,116,3,7140,-25.334650129999996,1845,62.67,,,,
0.16666666666666666,-18.695258846553365,-0.3399137972100612,14.013415570136818,0.33349433567271275,14.035580752184615,,,,,,,,,,
0.046511627906976744,-27.233881756840624,-0.42552940245063475,13.829342446678274,1.040107731685009,16.148304406087846,,,,,,,,,,
0.0992063492063492,-20.210598029976353,-0.22966588670427673,16.403661007567894,0.4281922332062395,26.419879630906507,,,,,,,,,,
0.04716981132075472,-24.1662186142209,-0.5034628877962687,11.500608723194082,0.5332406104303468,10.008274701889604,,,,,,,,,,
,,,,,,120,3,7391,-25.26927327,1917,62.49,,,,
0.3333333333333333,-25.63880175284931,-0.42731336254748853,12.286080113672394,0.7419921793346848,13.428374740527943,,,,,,,,,,
0.028409090909090908,-30.379294562813936,-0.47467647754396775,13.072454432759288,0.5537744099921814,15.349410233553499,,,,,,,,,,
0.3620689655172414,-18.657290948020517,-0.2521255533516286,15.551224483075577,0.6579799939765023,21.111697462620214,,,,,,,,,,
0.02577319587628866,-29.178028277503117,-0.5030694530603985,10.186949056120637,0.7272226555502462,10.746349543565884,,,,,,,,,,
,,,,,,124,3,7643,-25.259883939999995,1987,62.98,,,,
0.46551724137931033,-26.41464316830357,-0.27515253300316217,15.189324316126926,0.9097009897480987,26.922049081418663,,,,,,,,,,
0.020887728459530026,-23.0613991052158,-0.5490809310765666,9.25922530393718,0.3676055766508185,7.169368482544087,,,,,,,,,,
0.4090909090909091,-19.354465465095636,-0.27649236378708053,13.683819271290218,0.2039794541048825,17.562744544120505,,,,,,,,,,
0.040372670807453416,-24.07356069264832,-0.41506139125255725,13.040899688040481,0.46237102752710735,13.77720396197401,,,,,,,,,,
,,,,,,128,3,7905,-25.1183913,2052,63.28,,,,
0.4666666666666667,-30.892737636332512,-0.4231881867990755,16.56243878666016,1.0360642468710903,22.116136415861547,,,,,,,,,,
0.03137254901960784,-26.83411597752099,-0.547635019949408,9.79816609896051,0.6094804755901297,8.69434941210784,,,,,,,,,,
0.8095238095238095,-25.741572233750873,-0.26537703333763785,20.53368477762692,0.3946489705543114,36.564128352329135,,,,,,,,,,
0.009876543209876543,-22.49055626069466,-0.7028298831467081,6.784004995412934,0.21939504330066945,3.8923578567337245,,,,,,,,,,
,,,,,,132,3,8152,-25.126720389999996,2112,62.83,,,,
0.05286343612334802,-25.25777873554509,-0.47656186293481306,11.690897345432452,0.8720933246276579,11.29975234658923,,,,,,,,,,
0.012170385395537525,-23.69032816490939,-0.5509378643002183,9.647825366678306,0.7753087876821824,7.508969513699412,,,,,,,,,,
0.22727272727272727,-24.73173887758175,-0.5376464973387337,11.686694029394692,0.731919089959363,9.69802193902433,,,,,,,,,,
0.03664921465968586,-22.492010328910546,-0.4089456423438281,14.623452641134529,0.7588411062773132,14.66725091333501,,,,,,,,,,
,,,,,,136,3,8345,-25.086317370000003,2159,62.38,,,,
0.3191489361702128,-21.251213412219993,-0.3320502095659374,13.236553611267032,0.4114289804873164,15.409539064625278,,,,,,,,,,
0.06291390728476821,-19.837311308993854,-0.287497265347737,16.45223149693335,0.5197529868305799,20.744998400332406,,,,,,,,,,
0.15625,-17.57285841630277,-0.3082957616895223,14.273120196806554,0.14283269843694468,14.904080644948408,,,,,,,,,,
0.05245901639344262,-27.241671749106036,-0.4465847827722301,13.843805371464487,0.8388038244685816,15.342696347041056,,,,,,,,,,
,,,,,,140,3,8592,-24.921736169999996,2227,62.25,,,,
0.08333333333333333,-30.01908447069622,-0.5886094994254161,8.369135912057006,0.679590998194123,7.69691683514975,,,,,,,,,,
0.05405405405405406,-23.85753615315463,-0.5680365750751102,10.277730374905785,0.8897239686162619,7.801126521779224,,,,,,,,,,
0.05555555555555555,-31.13369006261497,-0.451212899458188,11.046453641573796,0.8806969693966094,13.922843797365203,,,,,,,,,,
0.03557312252964427,-24.057806669961344,-0.534617925999141,11.180149095768542,0.5283998411916719,9.097074783989228,,,,,,,,,,
,,,,,,144,3,8795,-25.10992563,2291,61.97,,,,
0.6923076923076923,-22.150025972977197,-0.2517048406020136,16.695249772915894,0.3867182863919748,26.887024118332192,,,,,,,,,,
0.013477088948787063,-21.656191045598575,-0.6187483155885307,8.281302570332432,0.14197685672189436,5.261800552718341,,,,,,,,,,
0.3275862068965517,-25.897112620703496,-0.359682119731993,14.570416543287045,1.130074296261319,19.237834692932665,,,,,,,,,,
0.030973451327433628,-25.32163571425515,-0.42918026634330764,12.940414034763448,0.7248597872474687,14.073443475412205,,,,,,,,,,
,,,,,,148,3,9045,-25.04367338,2363,62.27,,,,
0.20689655172413793,-26.04949624941332,-0.45700870613005823,11.568803707332988,0.6232394975385928,12.025418750592507,,,,,,,,,,
0.0794392523364486,-23.188548940147967,-0.3460977453753428,13.510018490735868,0.7060869377875888,16.535717929247767,,,,,,,,,,
0.1590909090909091,-25.832341996906344,-0.5615726521066596,9.39821853912374,0.581377605803039,7.796310801641084,,,,,,,,,,
0.17766497461928935,-31.85871566064394,-0.28962468782403583,17.17865122926041,0.7925252330738778,34.78906566801015,,,,,,,,,,
,,,,,,152,3,9321,-25.079369770000003,2422,62.43,,,,
0.4,-17.106091982859404,-0.29493262039412765,16.635722459904517,0.5272121331250229,17.592602893710136,,,,,,,,,,
0.01593625498007968,-22.16289966466295,-0.5405585284064135,9.751407124691864,0.26017466837672093,7.3101045961957425,,,,,,,,,,
0.6666666666666666,-23.5728108110784,-0.25347108399009033,17.003363983595513,0.45071024498821644,29.02512037497945,,,,,,,,,,
0.02092050209205021,-26.930068449753154,-0.6411921059465037,8.036810554324164,0.6398838411450966,6.03525733447168,,,,,,,,,,
,,,,,,156,3,9551,-24.930735489999993,2484,61.65,,,,
0.048458149779735685,-24.98577408604467,-0.4997154817208934,11.400007734244845,0.672117575190601,10.353558074799366,,,,,,,,,,
0.046966731898238745,-24.306701684522793,-0.30008273684596043,16.442238980419113,0.4473409001282249,24.385208123829216,,,,,,,,,,
0.29545454545454547,-21.46094884092912,-0.37650787440226524,12.428324920754598,0.21185968927347898,12.908917907392606,,,,,,,,,,
0.06565656565656566,-31.711751063574255,-0.49549611036834773,13.020302227236618,0.6780820424919869,15.149964604293928,,,,,,,,,,
,,,,,,160,3,9799,-24.91208479999999,2530,61.69,,,,
0.40425531914893614,-28.918646154620287,-0.3755668331768868,13.012261886695118,0.2844523588297042,18.493984998436645,,,,,,,,,,
0.029605263157894735,-22.43075809690105,-0.49846129104224557,12.159942350110194,0.528019909917071,9.873478923225775,,,,,,,,,,
0.09375,-23.656394390955736,-0.5142694432816465,10.971778241505707,0.5061396783836081,9.12741004070267,,,,,,,,,,
0.02247191011235955,-23.305550676359317,-0.44818366685306377,10.333627230371992,0.20414468781051287,9.785325626609847,,,,,,,,,,
,,,,,,164,3,10015,-25.004048440000002,2589,61.72,,,,
0.03571428571428571,-20.622172450940347,-0.7637841648496425,8.621808405547565,0.7488629172057331,4.018645734642632,,,,,,,1.5770314109383845,0.5959837208775913,0.0003828831581679688,51
0.013029315960912053,-19.917659685313065,-0.7660638340505025,10.531147665314283,0.7497915042607031,4.73137143580243,,,,,,,1.2983010904147074,0.6402357014325949,0.00038259946544046873,77
0.011904761904761904,-19.81695184191399,-0.7621904554582304,10.10825222464802,0.7049605606057915,4.540509699145332,,,,,,,1.0594688564538957,0.6684705662727356,0.00038232678338187505,102
0.005194805194805195,-19.998663216886655,-0.7999465286754662,9.766470835678044,0.7716111693477113,4.144808098091744,,,,,,,0.9579940687119961,0.7327553057670593,0.0003820541987842188,127
,,,,,,168,3,10115,-24.87427745,2623,60.09,,,,
0.07692307692307693,-20.064660196116293,-0.8025864078446517,9.992186076797829,0.7587534449735298,4.269660722929984,,,,,,,1.3147282556941111,0.7646113485097885,0.0003817926092617188,151
0.008174386920980926,-20.110145557371382,-0.8044058222948552,9.527033701485053,0.6498157486279794,4.053617463563569,,,,,,,1.0907648050536711,0.8893231774369875,0.0003815311095592188,175
0.05172413793103448,-20.41423491994749,-0.7851628815364419,9.518528615830009,0.7545974488621786,4.2246408390346915,,,,,,,0.9966920682539543,0.8993440891305605,0.00038126969967671874,199
0.006024096385542169,-20.028734605126797,-0.8011493842050719,9.877138848341763,0.7228755286783973,4.202645974000916,,,,,,,0.8330305993556977,0.9876030230522156,0.0003809974932275001,224
,,,,,,172,3,10212,-24.546741149999992,2650,57.18,,,,
0.05172413793103448,-20.64772617225033,-0.7941433143173204,8.770212210082295,0.6536577709324056,3.877373681170866,,,,,,,0.8848476732770602,1.0122796595096588,0.00038073626672749996,248
0.008421052631578947,-20.268639878357295,-0.750690365865085,10.341372164550902,0.7488122787742137,4.847650241339579,,,,,,,0.7181441408395767,1.064032506942749,0.0003804642513017188,273
0.06818181818181818,-20.27402817606364,-0.7797703144639863,9.395638277497525,0.6855086545647388,4.179723281878978,,,,,,,0.9687856601981016,1.1548014741677504,0.00038018145864546877,299
0.011194029850746268,-19.670485761129342,-0.7868194304451737,10.017918637022426,0.679849305282457,4.31543805799447,,,,,,,0.8641353294253349,1.1479866290092469,0.00037990964203999994,324
,,,,,,176,3,10312,-24.30516299,2677,55.96,,,,
0.08888888888888889,-20.16812285736148,-0.7469675132356104,10.4546250936502,0.7471774323386556,4.907547484850511,,,,,,,0.5457769179095825,1.1511409779389699,0.00037964878979,348
0.00949367088607595,-20.211476096941276,-0.7773644652669721,9.711138076300362,0.746571523160424,4.298477969598025,,,,,,,0.4952871550161105,1.1948886101062481,0.000379366301211875,374
0.07142857142857142,-20.075266806157785,-0.8030106722463114,9.605437468145322,0.7195360115612666,4.075344025157392,,,,,,,0.6252485175430774,1.2819808053970336,0.0003790947769892188,399
0.0076726342710997444,-19.918044199308365,-0.7967217679723346,9.524861244006228,0.7293937023271647,4.035749087575823,,,,,,,0.5410371349814037,1.3118428190549214,0.0003788342054267187,423
,,,,,,180,3,10411,-24.12058024,2705,54.86,,,,
0.013215859030837005,-20.032103765339038,-0.8012841506135615,9.675771680141892,0.725530317315384,4.114858369808644,,,,,,,0.6073537720367312,1.2957510948181152,0.0003785737236842188,447
0.00804289544235925,-19.95675893972619,-0.7982703575890475,9.888067593287301,0.6948393802189835,4.2168713819701225,,,,,,,0.4574596433279415,1.3510102530320485,0.00037831333176171876,471
0.06818181818181818,-20.622485799388972,-0.7931725307457297,9.604668081972996,0.7510031296335149,4.249576522037387,,,,,,,0.5892928711449107,1.4272913833459218,0.0003780530296592188,495
0.010416666666666666,-19.78887602542466,-0.7915550410169864,9.999636649875077,0.6748670115409099,4.309791907668114,,,,,,,0.44701153770089147,1.4991588497161865,0.0003777819771475,520
,,,,,,184,3,10508,-23.916122140000002,2731,53.57,,,,
0.06382978723404255,-20.030203597873722,-0.7703924460720663,9.86258909540959,0.7483060810828572,4.36790115875192,,,,,,,0.5307488500451049,1.515415574113528,0.00037752185842750006,544
