custom/mean_reward,custom/routes_completed,custom/total_reward,custom/avg_speed,custom/avg_center_dev,custom/total_distance,time/fps,rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,time/episodes,train/n_updates,train/critic_loss,train/actor_loss,train/learning_rate
-0.2887578957614352,1.019396551724138,-44.75747384302245,15.098803469752784,0.6154649650239526,139.07872494263574,,,,,,,,,,
-0.3065168685025597,0.0625,-22.37573140068686,17.940014732723647,0.5453443016641794,23.942166990600526,,,,,,,,,,
-0.5453949688975381,0.15517241379310345,-24.542773600389218,10.853002425228755,0.7969437369800926,8.875305650290102,,,,,,,,,,
,,,,,,2,-25.291778639999997,90,63.78,8270,132,,,,
-0.4488963796064203,0.04597701149425287,-26.035990017172377,11.697235092397808,0.6888676807089247,12.392085760016926,,,,,,,,,,
-0.2663008973926296,0.39655172413793105,-21.570372688802998,15.866214942159328,0.4049177223330311,23.544193747686222,,,,,,,,,,
-0.4508770485172783,0.04242424242424243,-26.60174586251942,12.93614557308412,0.8201728392199621,13.922059413511306,,,,,,,,,,
-0.3343123918698563,0.5,-25.742054173978936,15.711995285285981,0.8469387535540636,22.155903598293662,,,,,,,,,,
,,,,,,3,-25.289508589999997,170,64.11,8541,136,,,,
-0.5428032878862494,0.07627118644067797,-27.682967682198722,10.145103281394555,0.6622886829787606,9.362314878962934,,,,,,,,,,
-0.2749482842949945,0.6444444444444445,-26.66998357661447,16.136942356843424,0.4713702832774743,28.758076092461124,,,,,,,,,,
-0.3805122229523426,0.09881422924901186,-33.104563396853806,15.08747871403604,0.3588855093152014,23.97908562293742,,,,,,,,,,
-0.4882519138224691,0.30952380952380953,-26.36560334641333,12.428748492133359,0.9744465507828951,12.216762511059642,,,,,,,,,,
,,,,,,3,-25.403069329999994,252,64.36,8826,140,,,,
-0.3994505403347006,0.04093567251461988,-25.56483458142084,12.436270159604947,0.7325219342775353,14.527592587750405,,,,,,,,,,
-0.4883469228104687,0.05286343612334802,-26.37073383176531,11.598011573213354,0.576702242061183,11.404177215648815,,,,,,,,,,
-0.31553988582763326,0.13333333333333333,-29.345209381969894,20.149942881406787,0.7088689085000279,34.41279038891662,,,,,,,,,,
-0.5718825560728336,0.20454545454545456,-27.45036269149601,10.093822469080461,0.8718405699853897,8.765407938393764,,,,,,,,,,
,,,,,,3,-25.58785687,316,64.6,9081,144,,,,
-0.43466242710416825,0.03484320557491289,-26.079745626250094,9.517856648855776,0.46925182754998584,10.378495561424643,,,,,,,,,,
-0.4418279539797583,0.2765957446808511,-24.30053746888671,12.658714484943772,0.7760036059959571,12.669537815731019,,,,,,,,,,
-0.5354620628223431,0.016822429906542057,-25.166716952650127,10.713414541738748,0.6798040119462393,9.085274628829211,,,,,,,,,,
-0.3396879364884473,0.4270833333333333,-37.025985077240755,19.973083751391904,1.0084502434117344,40.319301961688325,,,,,,,,,,
,,,,,,3,-25.69789949,392,65.07,9348,148,,,,
-0.5851300055683892,0.023872679045092837,-28.67137027285107,9.838517417537389,0.5828849021696456,8.718960120575503,,,,,,,,,,
-0.2854102711867619,0.34523809523809523,-23.974462779687997,17.65065766158292,0.7260530118534572,27.188463639002293,,,,,,,,,,
-0.3133237118985203,0.07553956834532374,-21.30601240909938,17.71233859949871,0.7295964591543023,22.029311635997146,,,,,,,,,,
-0.36977438261945844,0.09523809523809523,-31.43082252265397,16.77492792138425,1.125398397878208,26.116012264974415,,,,,,,,,,
,,,,,,3,-25.71617847,490,65.29,9630,152,,,,
-0.431379184755423,0.05263157894736842,-29.333784563368763,11.427597241180047,0.8646339568544557,14.20647388114594,,,,,,,,,,
-0.4585855935830143,0.3076923076923077,-24.763622053482774,12.59960704135561,0.584046483678327,12.375980364275165,,,,,,,,,,
-0.2900798196440989,0.11734693877551021,-22.626225932239713,15.824580317390815,0.6822659068494952,22.606765725417063,,,,,,,,,,
-0.45187538577167985,0.22413793103448276,-26.20877237475743,12.24784407274393,0.7363643416517486,12.91782724193763,,,,,,,,,,
,,,,,,3,-25.699701249999997,567,64.75,9884,156,,,,
-0.2164330873679693,0.03806228373702422,-17.098213902069574,15.663356323656773,0.39533987094981105,22.64291045232676,,,,,,,,,,
-0.3839552473563246,0.22413793103448276,-24.573135830804773,11.630717894958718,0.4398317461746306,13.600471958052367,,,,,,,,,,
-0.6009863856109591,0.0030257186081694403,-100.36472639703017,1.6064570988153295,0.40630790479350537,4.692836729809642,,,,,,,63,0.9618412089489755,0.5045431081264738,0.00039278334347559406
-0.6251630071382703,0.06818181818181818,-25.00652028553081,5.618733170290279,0.9006362133336479,3.902285122545436,,,,,,,229,0.8816910882042833,0.7512389104588922,0.00039111699380410645
,,,,,,3,-26.32701294,655,65.77,10230,160,,,,
-0.6817773713743688,0.008403361344537815,-21.13509851260543,7.77597467940713,0.8788553337866211,4.221290515502915,,,,,,,268,0.572462544322778,0.9091408168658232,0.00039072601718750005
-0.6969690052858044,0.06666666666666667,-20.90907015857413,7.628467758249069,0.8490318345211235,3.989272729260847,,,,,,,298,0.5023924229045709,0.9474551717440287,0.00039042539932851244
