custom/total_reward,custom/avg_center_dev,custom/avg_speed,custom/total_distance,custom/mean_reward,custom/routes_completed,time/episodes,time/time_elapsed,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,train/learning_rate,train/critic_loss,train/actor_loss,train/n_updates
-1.2096120740752916,0.6258965169135562,15.045623951230432,139.456882877741,-0.00775392355176469,1.019396551724138,,,,,,,,,,
3.216980273651533,0.17896983427502794,13.244351924576687,12.54725594248157,0.06186500526252948,0.019174041297935103,,,,,,,,,,
-3.336716456498669,0.4501817593255855,15.340341647818521,14.772677028318867,-0.06295691427355979,0.2413793103448276,,,,,,,,,,
-4.524561645236836,0.5471258806304258,11.023854816522647,12.441167545039207,-0.07297680072962638,0.02155887230514096,,,,,,,,,,
,,,,,,4,77,4,-1.4634775000000002,79.75,319,,,,
-14.45008394539941,1.0079849302953825,13.148959671751022,16.29988942341879,-0.21250123449116778,0.27586206896551724,,,,,,,,,,
-11.986198418730243,0.7964744847733036,9.137646630294459,7.767553941812366,-0.25502549827085624,0.03783783783783784,,,,,,,,,,
-10.185274006648623,0.759750308058436,10.767949699367954,9.173245571320876,-0.21670795758826858,0.20454545454545456,,,,,,,,,,
-11.460214701696701,1.1096454736206975,19.879339130989532,35.095467552077025,-0.1193772364760073,0.06601941747572816,,,,,,,,,,
,,,,,,8,144,3,-6.741960124999999,71.625,573,,,,
-15.57739445798131,0.9639673985614045,16.81773269274437,27.461492627859116,-0.1750269040222619,0.6222222222222222,,,,,,,,,,
-7.813881791320973,0.6217050529633228,17.553899065134498,42.900647478876635,-0.058750990912187766,0.1065989847715736,,,,,,,,,,
-4.862790668191597,0.5601461909305775,12.19743053881306,11.75385482632555,-0.09175076732436975,0.2857142857142857,,,,,,,,,,
-2.850920616379283,0.56677828536862,12.788534869050181,11.855493671260774,-0.05590040424273104,0.03488372093023256,,,,,,,,,,
,,,,,,12,210,4,-7.086722416666667,74.58333333333333,895,,,,
-3.490370168409001,0.618194906299662,12.178289478225294,14.234730044845492,-0.05453703388139064,0.06607929515418502,,,,,,,,,,
-8.582365491069122,0.5679038318489975,12.638774678037633,16.17698480025865,-0.12260522130098746,0.05555555555555555,,,,,,,,,,
6.502796119492039,0.1275752974248008,11.883755572881904,13.367871831869707,0.10660321507363998,0.3181818181818182,,,,,,,,,,
1.8179440452747055,0.4748706001438911,14.012675337051821,18.17120757396333,0.025604845708094445,0.04774535809018567,,,,,,,,,,
,,,,,,16,256,4,-5.5495415,72.3125,1157,,,,
-8.423443055493246,0.8475154106969301,11.658306072026559,14.07138829305768,-0.127627925083231,0.2978723404255319,,,,,,,,,,
-10.466060212660096,0.707068200836479,9.424561717553553,6.071358190616593,-0.29072389479611377,0.03225806451612903,,,,,,,,,,
-2.3061126466672555,0.33615910362812823,13.45636901204734,16.057913984870538,-0.03547865610257316,0.16666666666666666,,,,,,,,,,
-9.45557253396018,0.8216800282304328,16.79174496245623,32.925437373807654,-0.08836983676598298,0.07971014492753623,,,,,,,,,,
,,,,,,20,331,4,-5.97219265,71.35,1427,,,,
-1.6215903240193654,0.49884916840044796,12.70925994659685,13.196997530991212,-0.028448953052971324,0.15476190476190477,,,,,,,,,,
-12.913707775993839,0.9176979818414039,14.014283951238305,14.809948079753667,-0.22265013406885928,0.08333333333333333,,,,,,,,,,
-4.712965485800216,0.5523133017742727,11.111859121682485,10.918269351823255,-0.08727713862592992,0.03968253968253968,,,,,,,,,,
-7.213064105324111,0.6902173100732593,16.19797136375132,28.60994358418975,-0.0751360844304595,0.1003584229390681,,,,,,,,,,
,,,,,,24,410,4,-6.079382499999999,70.33333333333333,1688,,,,
-8.228812071120922,0.6524565293306913,11.516287004075938,11.724290491547436,-0.1469430726985879,0.28205128205128205,,,,,,,,,,
-10.621516523033996,0.6122943850976623,10.505065491006203,10.125542036956176,-0.20425993313526916,0.5263157894736842,,,,,,,,,,
